evntName,lat,lon,depth,mag,maxAmp,spCen,rmsA,maxPFA,maxFA,maxPF_FA,Energy,rect,azmth,indAngl,Dip,DipRec,ccD,ccS,xotsu,ccnAb2D,ccnAb2S,ypicD,ypicS,ccnRel2D,ccnRel2S,ccAb2D,ccAb2S,ccRel2D,ccRel2S,xp2D,xp2S,xpp2D,xpp2S,semD,semS,skwnss,semblanceD,semblanceS,envelopD,envelopS,udD,udS,ud2D,ud2S,class
2_20150308_201105,30.009225,-91.142695,160,-1.04,6690.259338,130.577497,28.776425,327.979901,108.583333,1.725022,1742943.248,0.989839,63.826728,54.598125,35.401875,54.598125,0.105834,0.234664,1361.333333,0.062692,0.054475,153.5,176,0.000866,0.000904,0.056986,0.004761,-0.004776,0.003118,0.015941,0.016074,-0.016404,0.009538,0.195149,0.233591,-2.635231,38.75,43.5,1.383213,2.25981,20399.68594,26880.00067,1176469492,2341161020,Shallow
2_20150309_081557,30.008564,-91.143122,100,-0.76,7261.742133,132.784866,28.719206,358.379005,122,1.286366,2143837.931,0.990409,80.641776,66.370018,23.629982,66.370018,0.123844,0.244346,748,0.061495,0.053297,157,177.333333,0.00072,0.000758,0.054947,-0.002707,-0.003591,0.002926,0.016736,0.016851,-0.024092,-0.004715,0.197597,0.237254,-5.270463,36.333333,43.666667,1.391054,2.420764,13211.18798,25644.64862,482204888,1813683230,Shallow
2_20150309_083504,30.009433,-91.142691,159,-0.84,5646.019221,151.457684,22.41131,273.94547,128.083333,0.991026,1609721.705,0.974279,63.750732,65.570802,24.429198,65.570802,0.126804,0.262728,1428,0.061075,0.052694,155.75,176.75,0.001087,0.001123,0.057595,-0.001905,-0.002715,0.004313,0.023032,0.023085,-0.017704,-0.000882,0.201087,0.233424,-5.270463,41.75,42.75,1.502922,3.457357,13211.18798,25644.64862,482204888,1813683230,Shallow
2_20150310_040218,30.008988,-91.143114,139,-0.72,5646.019221,151.457684,22.41131,273.94547,128.083333,0.991026,1609721.705,0.974279,63.750732,65.570802,24.429198,65.570802,0.126804,0.262728,1428,0.061075,0.052694,155.75,176.75,0.001087,0.001123,0.057595,-0.001905,-0.002715,0.004313,0.023032,0.023085,-0.017704,-0.000882,0.201087,0.233424,-5.270463,41.75,42.75,1.502922,3.457357,13211.18798,25644.64862,482204888,1813683230,Shallow
2_20150310_213536,30.009706,-91.142893,138,-0.88,25771.09936,154.23133,90.665495,1184.952585,120.583333,350.003773,50107608.33,0.972105,23.275077,48.222092,41.777908,48.222092,0.099669,0.266058,1516,0.061438,0.052811,150.75,176.75,0.001521,0.001553,0.05883,0.008683,-0.018735,0.002874,0.021162,0.021225,-0.011009,0.016939,0.193582,0.213319,0,43.75,33.5,1.470235,2.82687,20399.68594,26880.00067,1176469492,2341161020,Shallow
2_20150311_050349,30.009438,-91.142442,140,-1.11,5646.019221,151.457684,22.41131,273.94547,128.083333,0.991026,1609721.705,0.974279,63.750732,65.570802,24.429198,65.570802,0.126804,0.262728,1428,0.061075,0.052694,155.75,176.75,0.001087,0.001123,0.057595,-0.001905,-0.002715,0.004313,0.023032,0.023085,-0.017704,-0.000882,0.201087,0.233424,-5.270463,41.75,42.75,1.502922,3.457357,13211.18798,25644.64862,482204888,1813683230,Shallow
2_20150311_105923,30.009427,-91.142898,139,-0.9,7261.742133,132.784866,28.719206,358.379005,122,1.286366,2143837.931,0.990409,80.641776,66.370018,23.629982,66.370018,0.123844,0.244346,748,0.061495,0.053297,157,177.333333,0.00072,0.000758,0.054947,-0.002707,-0.003591,0.002926,0.016736,0.016851,-0.024092,-0.004715,0.197597,0.237254,-5.270463,36.333333,43.666667,1.391054,2.420764,13211.18798,25644.64862,482204888,1813683230,Shallow
2_20150311_111908,30.010602,-91.142462,80,-1.37,5646.019221,151.457684,22.41131,273.94547,128.083333,0.991026,1609721.705,0.974279,63.750732,65.570802,24.429198,65.570802,0.126804,0.262728,1428,0.061075,0.052694,155.75,176.75,0.001087,0.001123,0.057595,-0.001905,-0.002715,0.004313,0.023032,0.023085,-0.017704,-0.000882,0.201087,0.233424,-5.270463,41.75,42.75,1.502922,3.457357,13211.18798,25644.64862,482204888,1813683230,Shallow
2_20150311_171203,30.008885,-91.142909,80,-0.73,6690.259338,130.577497,28.776425,327.979901,108.583333,1.725022,1742943.248,0.989839,63.826728,54.598125,35.401875,54.598125,0.105834,0.234664,1361.333333,0.062692,0.054475,153.5,176,0.000866,0.000904,0.056986,0.004761,-0.004776,0.003118,0.015941,0.016074,-0.016404,0.009538,0.195149,0.233591,-2.635231,38.75,43.5,1.383213,2.25981,20399.68594,26880.00067,1176469492,2341161020,Shallow
2_20150311_171748,30.009556,-91.143725,140,-0.64,5646.019221,151.457684,22.41131,273.94547,128.083333,0.991026,1609721.705,0.974279,63.750732,65.570802,24.429198,65.570802,0.126804,0.262728,1428,0.061075,0.052694,155.75,176.75,0.001087,0.001123,0.057595,-0.001905,-0.002715,0.004313,0.023032,0.023085,-0.017704,-0.000882,0.201087,0.233424,-5.270463,41.75,42.75,1.502922,3.457357,13211.18798,25644.64862,482204888,1813683230,Shallow
2_20150311_171850,30.009165,-91.142903,100,-1.08,5511.977568,145.957225,23.718664,266.512894,116.133333,1.401019,1395829.204,0.977049,53.676902,56.31313,33.68687,56.31313,0.111804,0.251307,2240,0.062116,0.053756,153.2,175.8,0.001131,0.001167,0.058696,0.003909,-0.003838,0.004189,0.021137,0.021216,-0.012832,0.009754,0.19843,0.231259,-3.162278,42.6,42.8,1.474275,3.121275,20399.68594,26880.00067,1176469492,2341161020,Shallow
2_20150312_152018,30.009709,-91.143101,114,-1.26,5511.977568,145.957225,23.718664,266.512894,116.133333,1.401019,1395829.204,0.977049,53.676902,56.31313,33.68687,56.31313,0.111804,0.251307,2240,0.062116,0.053756,153.2,175.8,0.001131,0.001167,0.058696,0.003909,-0.003838,0.004189,0.021137,0.021216,-0.012832,0.009754,0.19843,0.231259,-3.162278,42.6,42.8,1.474275,3.121275,20399.68594,26880.00067,1176469492,2341161020,Shallow
2_20150312_210551,30.009703,-91.142686,100,-1.25,5511.977568,145.957225,23.718664,266.512894,116.133333,1.401019,1395829.204,0.977049,53.676902,56.31313,33.68687,56.31313,0.111804,0.251307,2240,0.062116,0.053756,153.2,175.8,0.001131,0.001167,0.058696,0.003909,-0.003838,0.004189,0.021137,0.021216,-0.012832,0.009754,0.19843,0.231259,-3.162278,42.6,42.8,1.474275,3.121275,20399.68594,26880.00067,1176469492,2341161020,Shallow
2_20150313_031024,30.009254,-91.142197,40,-0.89,5511.977568,145.957225,23.718664,266.512894,116.133333,1.401019,1395829.204,0.977049,53.676902,56.31313,33.68687,56.31313,0.111804,0.251307,2240,0.062116,0.053756,153.2,175.8,0.001131,0.001167,0.058696,0.003909,-0.003838,0.004189,0.021137,0.021216,-0.012832,0.009754,0.19843,0.231259,-3.162278,42.6,42.8,1.474275,3.121275,20399.68594,26880.00067,1176469492,2341161020,Shallow
2_20150313_032754,30.009703,-91.142686,121,-1.16,6690.259338,130.577497,28.776425,327.979901,108.583333,1.725022,1742943.248,0.989839,63.826728,54.598125,35.401875,54.598125,0.105834,0.234664,1361.333333,0.062692,0.054475,153.5,176,0.000866,0.000904,0.056986,0.004761,-0.004776,0.003118,0.015941,0.016074,-0.016404,0.009538,0.195149,0.233591,-2.635231,38.75,43.5,1.383213,2.25981,20399.68594,26880.00067,1176469492,2341161020,Shallow
2_20150313_173856,30.009174,-91.143525,140,-0.87,5511.977568,145.957225,23.718664,266.512894,116.133333,1.401019,1395829.204,0.977049,53.676902,56.31313,33.68687,56.31313,0.111804,0.251307,2240,0.062116,0.053756,153.2,175.8,0.001131,0.001167,0.058696,0.003909,-0.003838,0.004189,0.021137,0.021216,-0.012832,0.009754,0.19843,0.231259,-3.162278,42.6,42.8,1.474275,3.121275,20399.68594,26880.00067,1176469492,2341161020,Shallow
2_20150314_020643,30.009709,-91.143101,119,-0.78,5511.977568,145.957225,23.718664,266.512894,116.133333,1.401019,1395829.204,0.977049,53.676902,56.31313,33.68687,56.31313,0.111804,0.251307,2240,0.062116,0.053756,153.2,175.8,0.001131,0.001167,0.058696,0.003909,-0.003838,0.004189,0.021137,0.021216,-0.012832,0.009754,0.19843,0.231259,-3.162278,42.6,42.8,1.474275,3.121275,20399.68594,26880.00067,1176469492,2341161020,Shallow
2_20150314_020657,30.009535,-91.143518,160,-0.97,7815.725311,147.067283,40.764272,455.276776,123.166667,2.586958,3041657.191,0.975208,49.067713,61.915704,28.060487,61.915704,0.102689,0.239517,3322,0.062129,0.053777,153.166667,176.333333,0.001094,0.001142,0.093277,0.071654,-0.007587,-0.013129,0.01954,0.019685,-0.007993,0.037891,0.197174,0.233175,-3.513642,38,36.666667,1.452319,2.816804,20399.68594,26880.00067,1176469492,2341161020,Shallow
2_20150314_054704,30.009174,-91.143525,120,-1.33,9711.027387,144.561903,55.853965,636.064615,129.952381,3.601176,4745142.344,0.972239,51.518305,65.655521,24.324071,65.655521,0.096981,0.245643,4517.333333,0.062579,0.053958,152.857143,176.285714,0.001149,0.001201,0.118603,0.130638,0.00128,-0.025232,0.021531,0.021689,0.001269,0.04159,0.194645,0.228163,-3.764616,35.571429,33.571429,1.436575,2.602173,20399.68594,26880.00067,1176469492,2341161020,Shallow
2_20150314_054924,30.00939,-91.143521,140,-1.06,5511.977568,145.957225,23.718664,266.512894,116.133333,1.401019,1395829.204,0.977049,53.676902,56.31313,33.68687,56.31313,0.111804,0.251307,2240,0.062116,0.053756,153.2,175.8,0.001131,0.001167,0.058696,0.003909,-0.003838,0.004189,0.021137,0.021216,-0.012832,0.009754,0.19843,0.231259,-3.162278,42.6,42.8,1.474275,3.121275,20399.68594,26880.00067,1176469492,2341161020,Shallow
2_20150314_055310,30.009411,-91.143106,80,-1.4,9711.027387,144.561903,55.853965,636.064615,129.952381,3.601176,4745142.344,0.972239,51.518305,65.655521,24.324071,65.655521,0.096981,0.245643,4517.333333,0.062579,0.053958,152.857143,176.285714,0.001149,0.001201,0.118603,0.130638,0.00128,-0.025232,0.021531,0.021689,0.001269,0.04159,0.194645,0.228163,-3.764616,35.571429,33.571429,1.436575,2.602173,20399.68594,26880.00067,1176469492,2341161020,Shallow
2_20150314_063137,30.00906,-91.142491,60,-1.36,8107.12128,143.219292,44.164241,508.892686,125.222222,2.781929,3657533.215,0.973279,55.767728,61.610012,28.389988,61.610012,0.103625,0.256489,3238,0.062643,0.05397,152.833333,175.833333,0.001189,0.001231,0.094007,0.084015,0.005882,-0.012816,0.023193,0.023299,-0.00122,0.018758,0.195271,0.225731,-3.513642,39,38.166667,1.452249,2.820127,20399.68594,26880.00067,1176469492,2341161020,Shallow
2_20150315_044112,30.010199,-91.142677,182,-0.65,6690.259338,130.577497,28.776425,327.979901,108.583333,1.725022,1742943.248,0.989839,63.826728,54.598125,35.401875,54.598125,0.105834,0.234664,1361.333333,0.062692,0.054475,153.5,176,0.000866,0.000904,0.056986,0.004761,-0.004776,0.003118,0.015941,0.016074,-0.016404,0.009538,0.195149,0.233591,-2.635231,38.75,43.5,1.383213,2.25981,20399.68594,26880.00067,1176469492,2341161020,Shallow
2_20150315_091405,30.00899,-91.143321,120,-0.83,8733.383346,147.072072,47.207473,563.314705,136.6,2.730117,4280988.018,0.970309,64.244957,70.075526,19.924474,70.075526,0.113989,0.266663,2243.333333,0.061915,0.053163,154.8,176.6,0.001166,0.001209,0.100188,0.095385,0.008725,-0.016118,0.02512,0.025211,-0.002795,0.012051,0.196764,0.226357,-5.270463,37.6,37.2,1.470761,3.028763,13211.18798,25644.64862,482204888,1813683230,Shallow
2_20150315_124156,30.010121,-91.142264,120,-0.68,6690.259338,130.577497,28.776425,327.979901,108.583333,1.725022,1742943.248,0.989839,63.826728,54.598125,35.401875,54.598125,0.105834,0.234664,1361.333333,0.062692,0.054475,153.5,176,0.000866,0.000904,0.056986,0.004761,-0.004776,0.003118,0.015941,0.016074,-0.016404,0.009538,0.195149,0.233591,-2.635231,38.75,43.5,1.383213,2.25981,20399.68594,26880.00067,1176469492,2341161020,Shallow
2_20150315_210548,30.008807,-91.143117,122,-0.94,5511.977568,145.957225,23.718664,266.512894,116.133333,1.401019,1395829.204,0.977049,53.676902,56.31313,33.68687,56.31313,0.111804,0.251307,2240,0.062116,0.053756,153.2,175.8,0.001131,0.001167,0.058696,0.003909,-0.003838,0.004189,0.021137,0.021216,-0.012832,0.009754,0.19843,0.231259,-3.162278,42.6,42.8,1.474275,3.121275,20399.68594,26880.00067,1176469492,2341161020,Shallow
2_20150316_113908,30.009282,-91.141626,100,-0.8,5511.977568,145.957225,23.718664,266.512894,116.133333,1.401019,1395829.204,0.977049,53.676902,56.31313,33.68687,56.31313,0.111804,0.251307,2240,0.062116,0.053756,153.2,175.8,0.001131,0.001167,0.058696,0.003909,-0.003838,0.004189,0.021137,0.021216,-0.012832,0.009754,0.19843,0.231259,-3.162278,42.6,42.8,1.474275,3.121275,20399.68594,26880.00067,1176469492,2341161020,Shallow
2_20150316_230132,30.009914,-91.142889,204,-1.21,6035.975601,152.576728,27.005376,246.010322,126.5,1.57477,1324373.915,0.972323,44.872678,48.151568,41.848432,48.151568,0.105138,0.257089,1461.333333,0.060894,0.052702,152.25,176.25,0.001231,0.001266,0.058068,0.003598,-0.007796,0.003718,0.022949,0.023004,-0.007963,0.014792,0.203053,0.229916,-2.635231,45.5,42.25,1.489609,3.197243,20399.68594,26880.00067,1176469492,2341161020,Shallow
2_20150317_083849,30.009391,-91.142899,100,-0.73,5646.019221,151.457684,22.41131,273.94547,128.083333,0.991026,1609721.705,0.974279,63.750732,65.570802,24.429198,65.570802,0.126804,0.262728,1428,0.061075,0.052694,155.75,176.75,0.001087,0.001123,0.057595,-0.001905,-0.002715,0.004313,0.023032,0.023085,-0.017704,-0.000882,0.201087,0.233424,-5.270463,41.75,42.75,1.502922,3.457357,13211.18798,25644.64862,482204888,1813683230,Shallow
2_20150317_083959,30.008488,-91.142906,221,-0.77,8733.383346,147.072072,47.207473,563.314705,136.6,2.730117,4280988.018,0.970309,64.244957,70.075526,19.924474,70.075526,0.113989,0.266663,2243.333333,0.061915,0.053163,154.8,176.6,0.001166,0.001209,0.100188,0.095385,0.008725,-0.016118,0.02512,0.025211,-0.002795,0.012051,0.196764,0.226357,-5.270463,37.6,37.2,1.470761,3.028763,13211.18798,25644.64862,482204888,1813683230,Shallow
2_20150317_155835,30.00989,-91.143097,160,-0.48,3151.658076,142.59749,13.394833,238.618454,91,1.139505,977733.2367,0.976482,51.061696,65.09359,24.90641,65.09359,0.116103,0.244962,1456,0.065026,0.056209,152.25,173.75,0.001239,0.001277,0.062765,0.009493,0.003891,0.006078,0.020814,0.020913,-0.014125,0.01053,0.189809,0.229451,-2.635231,41.5,43.25,1.506025,3.494723,20399.68594,26880.00067,1176469492,2341161020,Shallow
2_20150317_232913,30.010416,-91.142673,198,-1.37,6690.259338,130.577497,28.776425,327.979901,108.583333,1.725022,1742943.248,0.989839,63.826728,54.598125,35.401875,54.598125,0.105834,0.234664,1361.333333,0.062692,0.054475,153.5,176,0.000866,0.000904,0.056986,0.004761,-0.004776,0.003118,0.015941,0.016074,-0.016404,0.009538,0.195149,0.233591,-2.635231,38.75,43.5,1.383213,2.25981,20399.68594,26880.00067,1176469492,2341161020,Shallow
2_20150318_002442,30.009754,-91.142478,158,-0.88,5511.977568,145.957225,23.718664,266.512894,116.133333,1.401019,1395829.204,0.977049,53.676902,56.31313,33.68687,56.31313,0.111804,0.251307,2240,0.062116,0.053756,153.2,175.8,0.001131,0.001167,0.058696,0.003909,-0.003838,0.004189,0.021137,0.021216,-0.012832,0.009754,0.19843,0.231259,-3.162278,42.6,42.8,1.474275,3.121275,20399.68594,26880.00067,1176469492,2341161020,Shallow
2_20150318_060617,30.009165,-91.142903,100,-0.88,5511.977568,145.957225,23.718664,266.512894,116.133333,1.401019,1395829.204,0.977049,53.676902,56.31313,33.68687,56.31313,0.111804,0.251307,2240,0.062116,0.053756,153.2,175.8,0.001131,0.001167,0.058696,0.003909,-0.003838,0.004189,0.021137,0.021216,-0.012832,0.009754,0.19843,0.231259,-3.162278,42.6,42.8,1.474275,3.121275,20399.68594,26880.00067,1176469492,2341161020,Shallow
2_20150318_162540,30.00906,-91.142491,60,-0.56,3151.658076,142.59749,13.394833,238.618454,91,1.139505,977733.2367,0.976482,51.061696,65.09359,24.90641,65.09359,0.116103,0.244962,1456,0.065026,0.056209,152.25,173.75,0.001239,0.001277,0.062765,0.009493,0.003891,0.006078,0.020814,0.020913,-0.014125,0.01053,0.189809,0.229451,-2.635231,41.5,43.25,1.506025,3.494723,20399.68594,26880.00067,1176469492,2341161020,Shallow
2_20150319_101431,30.010602,-91.141778,140,-1.08,5511.977568,145.957225,23.718664,266.512894,116.133333,1.401019,1395829.204,0.977049,53.676902,56.31313,33.68687,56.31313,0.111804,0.251307,2240,0.062116,0.053756,153.2,175.8,0.001131,0.001167,0.058696,0.003909,-0.003838,0.004189,0.021137,0.021216,-0.012832,0.009754,0.19843,0.231259,-3.162278,42.6,42.8,1.474275,3.121275,20399.68594,26880.00067,1176469492,2341161020,Shallow
2_20150319_111658,30.010422,-91.142465,140,-0.99,5511.977568,145.957225,23.718664,266.512894,116.133333,1.401019,1395829.204,0.977049,53.676902,56.31313,33.68687,56.31313,0.111804,0.251307,2240,0.062116,0.053756,153.2,175.8,0.001131,0.001167,0.058696,0.003909,-0.003838,0.004189,0.021137,0.021216,-0.012832,0.009754,0.19843,0.231259,-3.162278,42.6,42.8,1.474275,3.121275,20399.68594,26880.00067,1176469492,2341161020,Shallow
2_20150319_111916,30.010088,-91.142472,120,-0.68,5646.019221,151.457684,22.41131,273.94547,128.083333,0.991026,1609721.705,0.974279,63.750732,65.570802,24.429198,65.570802,0.126804,0.262728,1428,0.061075,0.052694,155.75,176.75,0.001087,0.001123,0.057595,-0.001905,-0.002715,0.004313,0.023032,0.023085,-0.017704,-0.000882,0.201087,0.233424,-5.270463,41.75,42.75,1.502922,3.457357,13211.18798,25644.64862,482204888,1813683230,Shallow
2_20150319_212741,30.0097,-91.143101,192,-1.1,7261.742133,132.784866,28.719206,358.379005,122,1.286366,2143837.931,0.990409,80.641776,66.370018,23.629982,66.370018,0.123844,0.244346,748,0.061495,0.053297,157,177.333333,0.00072,0.000758,0.054947,-0.002707,-0.003591,0.002926,0.016736,0.016851,-0.024092,-0.004715,0.197597,0.237254,-5.270463,36.333333,43.666667,1.391054,2.420764,13211.18798,25644.64862,482204888,1813683230,Shallow
2_20150320_040735,30.009387,-91.143314,80,-1.04,8733.383346,147.072072,47.207473,563.314705,136.6,2.730117,4280988.018,0.970309,64.244957,70.075526,19.924474,70.075526,0.113989,0.266663,2243.333333,0.061915,0.053163,154.8,176.6,0.001166,0.001209,0.100188,0.095385,0.008725,-0.016118,0.02512,0.025211,-0.002795,0.012051,0.196764,0.226357,-5.270463,37.6,37.2,1.470761,3.028763,13211.18798,25644.64862,482204888,1813683230,Shallow
2_20150320_201838,30.008903,-91.142908,121,-0.94,6690.259338,130.577497,28.776425,327.979901,108.583333,1.725022,1742943.248,0.989839,63.826728,54.598125,35.401875,54.598125,0.105834,0.234664,1361.333333,0.062692,0.054475,153.5,176,0.000866,0.000904,0.056986,0.004761,-0.004776,0.003118,0.015941,0.016074,-0.016404,0.009538,0.195149,0.233591,-2.635231,38.75,43.5,1.383213,2.25981,20399.68594,26880.00067,1176469492,2341161020,Shallow
2_20150320_202953,30.008797,-91.142382,80,-1.02,5511.977568,145.957225,23.718664,266.512894,116.133333,1.401019,1395829.204,0.977049,53.676902,56.31313,33.68687,56.31313,0.111804,0.251307,2240,0.062116,0.053756,153.2,175.8,0.001131,0.001167,0.058696,0.003909,-0.003838,0.004189,0.021137,0.021216,-0.012832,0.009754,0.19843,0.231259,-3.162278,42.6,42.8,1.474275,3.121275,20399.68594,26880.00067,1176469492,2341161020,Shallow
2_20150320_225851,30.009651,-91.143485,220,-0.57,5511.977568,145.957225,23.718664,266.512894,116.133333,1.401019,1395829.204,0.977049,53.676902,56.31313,33.68687,56.31313,0.111804,0.251307,2240,0.062116,0.053756,153.2,175.8,0.001131,0.001167,0.058696,0.003909,-0.003838,0.004189,0.021137,0.021216,-0.012832,0.009754,0.19843,0.231259,-3.162278,42.6,42.8,1.474275,3.121275,20399.68594,26880.00067,1176469492,2341161020,Shallow
2_20150321_151252,30.008759,-91.142911,40,-0.94,5646.019221,151.457684,22.41131,273.94547,128.083333,0.991026,1609721.705,0.974279,63.750732,65.570802,24.429198,65.570802,0.126804,0.262728,1428,0.061075,0.052694,155.75,176.75,0.001087,0.001123,0.057595,-0.001905,-0.002715,0.004313,0.023032,0.023085,-0.017704,-0.000882,0.201087,0.233424,-5.270463,41.75,42.75,1.502922,3.457357,13211.18798,25644.64862,482204888,1813683230,Shallow
2_20150321_234947,30.009709,-91.143101,140,-0.75,5511.977568,145.957225,23.718664,266.512894,116.133333,1.401019,1395829.204,0.977049,53.676902,56.31313,33.68687,56.31313,0.111804,0.251307,2240,0.062116,0.053756,153.2,175.8,0.001131,0.001167,0.058696,0.003909,-0.003838,0.004189,0.021137,0.021216,-0.012832,0.009754,0.19843,0.231259,-3.162278,42.6,42.8,1.474275,3.121275,20399.68594,26880.00067,1176469492,2341161020,Shallow
2_20150323_042123,30.008867,-91.144153,120,-1.16,6690.259338,130.577497,28.776425,327.979901,108.583333,1.725022,1742943.248,0.989839,63.826728,54.598125,35.401875,54.598125,0.105834,0.234664,1361.333333,0.062692,0.054475,153.5,176,0.000866,0.000904,0.056986,0.004761,-0.004776,0.003118,0.015941,0.016074,-0.016404,0.009538,0.195149,0.233591,-2.635231,38.75,43.5,1.383213,2.25981,20399.68594,26880.00067,1176469492,2341161020,Shallow
2_20150323_055601,30.009171,-91.143318,120,-0.72,5646.019221,151.457684,22.41131,273.94547,128.083333,0.991026,1609721.705,0.974279,63.750732,65.570802,24.429198,65.570802,0.126804,0.262728,1428,0.061075,0.052694,155.75,176.75,0.001087,0.001123,0.057595,-0.001905,-0.002715,0.004313,0.023032,0.023085,-0.017704,-0.000882,0.201087,0.233424,-5.270463,41.75,42.75,1.502922,3.457357,13211.18798,25644.64862,482204888,1813683230,Shallow
2_20150323_204806,30.009393,-91.143106,140,-1.35,5646.019221,151.457684,22.41131,273.94547,128.083333,0.991026,1609721.705,0.974279,63.750732,65.570802,24.429198,65.570802,0.126804,0.262728,1428,0.061075,0.052694,155.75,176.75,0.001087,0.001123,0.057595,-0.001905,-0.002715,0.004313,0.023032,0.023085,-0.017704,-0.000882,0.201087,0.233424,-5.270463,41.75,42.75,1.502922,3.457357,13211.18798,25644.64862,482204888,1813683230,Shallow
2_20150324_042134,30.009706,-91.142893,138,-1.19,5511.977568,145.957225,23.718664,266.512894,116.133333,1.401019,1395829.204,0.977049,53.676902,56.31313,33.68687,56.31313,0.111804,0.251307,2240,0.062116,0.053756,153.2,175.8,0.001131,0.001167,0.058696,0.003909,-0.003838,0.004189,0.021137,0.021216,-0.012832,0.009754,0.19843,0.231259,-3.162278,42.6,42.8,1.474275,3.121275,20399.68594,26880.00067,1176469492,2341161020,Shallow
2_20150324_131149,30.009168,-91.143111,138,-1.04,5646.019221,151.457684,22.41131,273.94547,128.083333,0.991026,1609721.705,0.974279,63.750732,65.570802,24.429198,65.570802,0.126804,0.262728,1428,0.061075,0.052694,155.75,176.75,0.001087,0.001123,0.057595,-0.001905,-0.002715,0.004313,0.023032,0.023085,-0.017704,-0.000882,0.201087,0.233424,-5.270463,41.75,42.75,1.502922,3.457357,13211.18798,25644.64862,482204888,1813683230,Shallow
2_20150324_132807,30.00946,-91.143313,186,-1.34,6690.259338,130.577497,28.776425,327.979901,108.583333,1.725022,1742943.248,0.989839,63.826728,54.598125,35.401875,54.598125,0.105834,0.234664,1361.333333,0.062692,0.054475,153.5,176,0.000866,0.000904,0.056986,0.004761,-0.004776,0.003118,0.015941,0.016074,-0.016404,0.009538,0.195149,0.233591,-2.635231,38.75,43.5,1.383213,2.25981,20399.68594,26880.00067,1176469492,2341161020,Shallow
2_20150324_195702,30.009243,-91.142695,184,-0.82,7261.742133,132.784866,28.719206,358.379005,122,1.286366,2143837.931,0.990409,80.641776,66.370018,23.629982,66.370018,0.123844,0.244346,748,0.061495,0.053297,157,177.333333,0.00072,0.000758,0.054947,-0.002707,-0.003591,0.002926,0.016736,0.016851,-0.024092,-0.004715,0.197597,0.237254,-5.270463,36.333333,43.666667,1.391054,2.420764,13211.18798,25644.64862,482204888,1813683230,Shallow
2_20150325_070940,30.009445,-91.142898,140,-0.72,5511.977568,145.957225,23.718664,266.512894,116.133333,1.401019,1395829.204,0.977049,53.676902,56.31313,33.68687,56.31313,0.111804,0.251307,2240,0.062116,0.053756,153.2,175.8,0.001131,0.001167,0.058696,0.003909,-0.003838,0.004189,0.021137,0.021216,-0.012832,0.009754,0.19843,0.231259,-3.162278,42.6,42.8,1.474275,3.121275,20399.68594,26880.00067,1176469492,2341161020,Shallow
2_20150325_144149,30.009502,-91.143104,120,-0.86,8107.12128,143.219292,44.164241,508.892686,125.222222,2.781929,3657533.215,0.973279,55.767728,61.610012,28.389988,61.610012,0.103625,0.256489,3238,0.062643,0.05397,152.833333,175.833333,0.001189,0.001231,0.094007,0.084015,0.005882,-0.012816,0.023193,0.023299,-0.00122,0.018758,0.195271,0.225731,-3.513642,39,38.166667,1.452249,2.820127,20399.68594,26880.00067,1176469492,2341161020,Shallow
2_20150325_171315,30.009706,-91.142893,160,-0.85,5646.019221,151.457684,22.41131,273.94547,128.083333,0.991026,1609721.705,0.974279,63.750732,65.570802,24.429198,65.570802,0.126804,0.262728,1428,0.061075,0.052694,155.75,176.75,0.001087,0.001123,0.057595,-0.001905,-0.002715,0.004313,0.023032,0.023085,-0.017704,-0.000882,0.201087,0.233424,-5.270463,41.75,42.75,1.502922,3.457357,13211.18798,25644.64862,482204888,1813683230,Shallow
2_20150325_180334,30.008973,-91.142078,80,-1.04,5511.977568,145.957225,23.718664,266.512894,116.133333,1.401019,1395829.204,0.977049,53.676902,56.31313,33.68687,56.31313,0.111804,0.251307,2240,0.062116,0.053756,153.2,175.8,0.001131,0.001167,0.058696,0.003909,-0.003838,0.004189,0.021137,0.021216,-0.012832,0.009754,0.19843,0.231259,-3.162278,42.6,42.8,1.474275,3.121275,20399.68594,26880.00067,1176469492,2341161020,Shallow
2_20150326_165238,30.009396,-91.143314,187,-0.64,8733.383346,147.072072,47.207473,563.314705,136.6,2.730117,4280988.018,0.970309,64.244957,70.075526,19.924474,70.075526,0.113989,0.266663,2243.333333,0.061915,0.053163,154.8,176.6,0.001166,0.001209,0.100188,0.095385,0.008725,-0.016118,0.02512,0.025211,-0.002795,0.012051,0.196764,0.226357,-5.270463,37.6,37.2,1.470761,3.028763,13211.18798,25644.64862,482204888,1813683230,Shallow
2_20150326_170123,30.009388,-91.142692,101,-0.83,6690.259338,130.577497,28.776425,327.979901,108.583333,1.725022,1742943.248,0.989839,63.826728,54.598125,35.401875,54.598125,0.105834,0.234664,1361.333333,0.062692,0.054475,153.5,176,0.000866,0.000904,0.056986,0.004761,-0.004776,0.003118,0.015941,0.016074,-0.016404,0.009538,0.195149,0.233591,-2.635231,38.75,43.5,1.383213,2.25981,20399.68594,26880.00067,1176469492,2341161020,Shallow
