1	Hour(UTC)	Latitude	Longitude	Coordinates zone	Coordinates X	Coordinates Y	Depth	Magnitude	Origin	Dx(m)	Dy(m)	Dz(m)	Zone
1781	26:38.7	30.0111583	-91.14158075	15N 	679236	3321476	241	-1.79	Located Shallow Event	40	50	30	TexasBrine				
1782	32:07.4	30.0088013	-91.14270282	15N 	679132	3321213	80	-0.45	Located Shallow Event	90	70	40	TexasBrine				
1783	39:56.1	30.01059676	-91.14015026	15N 	679375	3321416	1597	-0.99	Located Deep Event	150	130	40	TexasBrine				
1784	59:20.3	30.00995986	-91.14041094	15N 	679351	3321345	1163	-1.8	Located Deep Event	60	60	40	TexasBrine				
1785	12:57.1	30.00990979	-91.14005941	15N 	679385	3321340	1147	-1.97	Located Deep Event	60	50	30	TexasBrine				
1786	00:48.3	30.01340197	-91.12991757	15N 	680357	3321743	1401	-1.46	Located Deep Event	50	200	100					
1787	54:26.6	30.01303584	-91.13018361	15N 	680332	3321702	1501	-1.29	Located Deep Event	50	200	80					
1788	46:52.0	30.01037024	-91.14008192	15N 	679382	3321391	1182	-1.64	Located Deep Event	50	40	20	TexasBrine				
1789	47:27.6	30.0101935	-91.14034438	15N 	679357	3321371	1343	-1.56	Located Deep Event	80	70	30	TexasBrine				
1790	47:43.9	30.01001076	-91.14018193	15N 	679373	3321351	1318	-1.3	Located Deep Event	90	80	40	TexasBrine				
1791	48:22.5	30.0100387	-91.14024361	15N 	679367	3321354	1472	-1.15	Located Deep Event	110	90	30	TexasBrine				
1792	35:51.8	30.01065734	-91.13168993	15N 	680191	3321436	1377	-1.3	Located Deep Event	80	200	100					
1793	38:21.1	30.01014533	-91.14012758	15N 	679378	3321366	1112	-2.07	Located Deep Event	50	30	30	TexasBrine				
1794	40:50.3	30.01048559	-91.139945	15N 	679395	3321404	1686	-1.54	Located Deep Event	200	180	40	TexasBrine				
1795	47:35.4	30.00999059	-91.14066953	15N 	679326	3321348	1342	-1.35	Located Deep Event	90	60	20	TexasBrine				
1796	35:59.0	30.01040964	-91.13203667	15N 	680158	3321408	1483	-1.36	Located Deep Event	110	250	120					
1797	05:27.2	30.01101384	-91.14157308	15N 	679237	3321460	262	-1.8	Located Shallow Event	40	40	20	TexasBrine				
1798	13:39.7	30.00834714	-91.14312594	15N 	679092	3321162	100	-1.36	Located Shallow Event	10	80	30	TexasBrine				
1799	33:01.6	30.01002286	-91.1403994	15N 	679352	3321352	1177	-1.27	Located Deep Event	70	60	30	TexasBrine				
1800	33:13.9	30.0099796	-91.13989224	15N 	679401	3321348	1287	-0.98	Located Deep Event	80	70	30	TexasBrine				
1801	33:21.3	30.00998634	-91.14036898	15N 	679355	3321348	1327	-0.89	Located Deep Event	90	80	30	TexasBrine				
1802	33:25.9	30.01045332	-91.14021514	15N 	679369	3321400	1255	-1.04	Located Deep Event	60	50	30	TexasBrine				
1803	33:35.3	30.00984026	-91.14024731	15N 	679367	3321332	1374	-0.79	Located Deep Event	90	70	30	TexasBrine				
1804	33:41.3	30.00980316	-91.14017544	15N 	679374	3321328	1344	-1.09	Located Deep Event	90	60	30	TexasBrine				
1805	33:50.2	30.01005557	-91.14016036	15N 	679375	3321356	1339	-1.12	Located Deep Event	90	70	20	TexasBrine				
1806	34:05.9	30.01012567	-91.14001392	15N 	679389	3321364	1404	-1.17	Located Deep Event	120	90	30	TexasBrine				
1807	34:18.7	30.0106186	-91.14041938	15N 	679349	3321418	1513	-0.9	Located Deep Event	110	100	30	TexasBrine				
1808	34:38.2	30.01083757	-91.14059153	15N 	679332	3321442	1595	-1.14	Located Deep Event	100	100	60	TexasBrine				
1809	37:18.4	30.01082424	-91.13964841	15N 	679423	3321442	1837	-1.16	Located Deep Event	180	170	30	TexasBrine				
1810	37:27.1	30.01052966	-91.13987161	15N 	679402	3321409	1444	-1.14	Located Deep Event	140	110	30	TexasBrine				
1811	32:01.9	30.00828376	-91.14374911	15N 	679032	3321154	1498	-1.5	Located Deep Event	130	140	290	TexasBrine				
1812	38:42.3	30.00809736	-91.14332755	15N 	679073	3321134	1363	-1.22	Located Deep Event	90	120	170	TexasBrine				
1813	26:29.9	30.01020208	-91.14031312	15N 	679360	3321372	1340	-1.49	Located Deep Event	70	60	20	TexasBrine				
1814	26:37.5	30.01033386	-91.14006187	15N 	679384	3321387	1360	-1.33	Located Deep Event	110	90	40	TexasBrine				
1815	26:57.0	30.00967688	-91.14017779	15N 	679374	3321314	1296	-1.37	Located Deep Event	90	80	30	TexasBrine				
1816	28:41.6	30.01003709	-91.1401296	15N 	679378	3321354	1399	-1.49	Located Deep Event	110	80	30	TexasBrine				
1817	29:06.0	30.01031325	-91.14051838	15N 	679340	3321384	1453	-1.57	Located Deep Event	100	90	30	TexasBrine				
1818	34:41.0	30.01029521	-91.14051872	15N 	679340	3321382	1851	-1.19	Located Deep Event	180	140	100	TexasBrine				
1819	23:55.2	30.01100409	-91.14152143	15N 	679242	3321459	261	-1.01	Located Shallow Event	50	40	20	TexasBrine				
1820	55:43.4	30.00970621	-91.14289329	15N 	679112	3321313	160	-0.53	Located Shallow Event	50	100	50	TexasBrine				
1821	30:01.1	30.00884933	-91.14290925	15N 	679112	3321218	80	-0.64	Located Shallow Event	70	80	50	TexasBrine				
1822	30:42.0	30.00899048	-91.14332128	15N 	679072	3321233	139	-1.03	Located Shallow Event	70	80	50	TexasBrine				
1823	37:51.7	30.01032359	-91.14061149	15N 	679331	3321385	1881	-1.07	Located Deep Event	180	130	120	TexasBrine				
1824	07:11.2	30.00324141	-91.14446496	15N 	678972	3320594	1544	-1.49	Located Deep Event	130	260	300	TexasBrine				
1825	30:14.7	30.00917672	-91.14373248	15N 	679032	3321253	80	-1.27	Located Shallow Event	80	110	40	TexasBrine				
1826	41:10.8	30.00908184	-91.14148471	15N 	679249	3321246	1659	-1.33	Located Deep Event	130	90	100	TexasBrine				
1827	26:02.4	30.01002154	-91.14030613	15N 	679361	3321352	1207	-1.62	Located Deep Event	90	80	50	TexasBrine				
1828	59:16.2	30.00854221	-91.14288388	15N 	679115	3321184	122	-0.85	Located Shallow Event	20	70	40	TexasBrine				
1829	44:10.9	30.00916795	-91.14311065	15N 	679092	3321253	80	-0.97	Located Shallow Event	160	100	30	TexasBrine				
1830	19:42.5	30.00804102	-91.13169751	15N 	680195	3321146	1685	-1.16	Located Deep Event	120	190	60					
1831	19:50.7	30.00792763	-91.13133681	15N 	680230	3321134	1759	-0.95	Located Deep Event	120	180	60					
1832	22:31.9	30.01041901	-91.13906508	15N 	679480	3321398	1208	-1.67	Located Deep Event	110	100	50	TexasBrine				
1833	11:12.3	30.00953623	-91.14043958	15N 	679349	3321298	1742	-1.07	Located Deep Event	210	160	80	TexasBrine				
1834	11:41.5	30.00913204	-91.13865371	15N 	679522	3321256	1859	-0.41	Located Deep Event	160	130	30	TexasBrine				
1835	19:14.1	30.01082533	-91.14036369	15N 	679354	3321441	1875	-1.22	Located Deep Event	160	140	120	TexasBrine				
1836	32:06.9	30.00867038	-91.13090823	15N 	680270	3321217	1803	-1.25	Located Deep Event	110	190	70					
1837	05:52.4	30.01092657	-91.14178204	15N 	679217	3321450	225	-1.28	Located Shallow Event	30	30	30	TexasBrine				
1838	45:02.1	30.00958706	-91.13956784	15N 	679433	3321305	1172	-1.81	Located Deep Event	80	70	40	TexasBrine				
1839	02:13.6	30.01059092	-91.13209548	15N 	680152	3321428	1516	-1.13	Located Deep Event	70	200	70					
1840	03:38.1	30.01081347	-91.13188397	15N 	680172	3321453	1861	-1.18	Located Deep Event	120	220	90					
1841	04:34.7	30.01087573	-91.13182061	15N 	680178	3321460	1641	-1.45	Located Deep Event	100	220	90					
1842	38:13.4	30.01063837	-91.14181852	15N 	679214	3321418	1040	-1.68	Located Deep Event	50	30	20	TexasBrine				
1843	27:11.2	30.01208164	-91.13287615	15N 	680074	3321592	867	-1.03	Located Deep Event	560	200	110					
1844	50:08.7	30.0097662	-91.14011393	15N 	679380	3321324	1143	-1.93	Located Deep Event	60	50	30	TexasBrine				
1845	31:52.8	30.00993105	-91.14028708	15N 	679363	3321342	1183	-1.94	Located Deep Event	90	70	40	TexasBrine				
1846	15:16.3	30.00939637	-91.14331372	15N 	679072	3321278	184	-0.52	Located Shallow Event	50	60	60	TexasBrine				
1847	52:25.1	30.01010648	-91.13865625	15N 	679520	3321364	1854	-1.01	Located Deep Event	180	140	30	TexasBrine				
1848	52:38.3	30.00988171	-91.13871228	15N 	679515	3321339	1837	-1.05	Located Deep Event	170	130	30	TexasBrine				
1849	52:47.8	30.01030086	-91.14028018	15N 	679363	3321383	1835	-0.87	Located Deep Event	240	190	140	TexasBrine				
1850	09:10.2	30.01219576	-91.13328868	15N 	680034	3321604	925	-1.18	Located Deep Event	40	110	50					
1851	09:22.9	30.01158085	-91.13255379	15N 	680106	3321537	922	-0.72	Located Deep Event	30	130	70					
1852	44:31.6	30.00922816	-91.1429022	15N 	679112	3321260	80	-1.38	Located Shallow Event	30	50	20	TexasBrine				
1853	14:06.7	30.01128473	-91.14158876	15N 	679235	3321490	265	-1.5	Located Shallow Event	20	30	10	TexasBrine				
1854	20:31.5	30.01203644	-91.13223425	15N 	680136	3321588	908	-1.33	Located Deep Event	30	120	50					
1855	59:02.0	30.00983798	-91.14072421	15N 	679321	3321331	2016	-0.47	Located Deep Event	290	180	270	TexasBrine				
1856	59:18.7	30.00969293	-91.14067509	15N 	679326	3321315	1872	0	Located Deep Event	200	130	130	TexasBrine				
1857	59:52.4	30.01002505	-91.14055486	15N 	679337	3321352	1883	-0.61	Located Deep Event	200	140	110	TexasBrine				
1858	59:52.4	30.01004368	-91.14059598	15N 	679333	3321354	1881	-0.61	Located Deep Event	200	140	100	TexasBrine				
1859	59:06.2	30.00953623	-91.14043958	15N 	679349	3321298	1802	-0.61	Located Deep Event	160	120	30	TexasBrine				
1860	41:42.9	30.0119436	-91.13395688	15N 	679970	3321575	919	-0.27	Located Deep Event	30	100	40					
1861	41:44.8	30.01238954	-91.13232094	15N 	680127	3321627	917	-0.55	Located Deep Event	30	120	60					
1862	59:07.8	30.01244572	-91.13246502	15N 	680113	3321633	903	-1.73	Located Deep Event	40	130	60					
1863	01:47.8	30.0125692	-91.13226573	15N 	680132	3321647	901	-1.83	Located Deep Event	40	120	60					
1864	12:09.4	30.00855528	-91.1393383	15N 	679457	3321191	1755	-0.42	Located Deep Event	160	120	30	TexasBrine				
1865	29:21.5	30.01127585	-91.1415993	15N 	679234	3321489	262	-1.23	Located Shallow Event	10	20	20	TexasBrine				
1866	29:22.0	30.01121257	-91.14159011	15N 	679235	3321482	240	-1.48	Located Shallow Event	20	30	10	TexasBrine				
1867	10:18.3	30.0093754	-91.14310678	15N 	679092	3321276	80	-0.98	Located Shallow Event	10	50	20	TexasBrine				
1868	09:57.9	30.01123061	-91.14158977	15N 	679235	3321484	240	-1.8	Located Shallow Event	30	30	10	TexasBrine				
1869	12:34.5	30.00848691	-91.14088418	15N 	679308	3321181	1787	-0.56	Located Deep Event	180	110	100	TexasBrine				
1870	12:37.0	30.00910462	-91.13799077	15N 	679586	3321254	1825	-0.3	Located Deep Event	170	130	30	TexasBrine				
1871	26:31.0	30.01326607	-91.12670637	15N 	680667	3321733	1332	-1.29	Located Deep Event	50	240	110					
1872	25:46.4	30.00732765	-91.14376691	15N 	679032	3321048	1266	-1.62	Located Deep Event	50	120	140	TexasBrine				
1873	36:31.6	30.01730534	-91.11704067	15N 	681592	3322196	1090	-0.67	Located Deep Event	100	340	170					
1874	13:07.9	30.0109449	-91.14180244	15N 	679215	3321452	253	-1.35	Located Shallow Event	40	60	30	TexasBrine				
1875	13:08.5	30.01117663	-91.14160115	15N 	679234	3321478	241	-1.51	Located Shallow Event	30	30	10	TexasBrine				
1876	13:13.5	30.01119467	-91.14160081	15N 	679234	3321480	243	-2.25	Located Shallow Event	10	20	20	TexasBrine				
1877	16:31.2	30.01115859	-91.14160148	15N 	679234	3321476	244	-1.63	Located Shallow Event	20	20	20	TexasBrine				
1878	01:04.4	30.01095363	-91.14178154	15N 	679217	3321453	253	-2.06	Located Shallow Event	30	30	30	TexasBrine				
1879	47:13.0	30.01113982	-91.14155	15N 	679239	3321474	242	-2.12	Located Shallow Event	40	50	30	TexasBrine				
1880	46:03.8	30.01117634	-91.14158042	15N 	679236	3321478	242	-1.53	Located Shallow Event	30	30	20	TexasBrine				
1881	06:30.1	30.01227861	-91.14105189	15N 	679285	3321601	612	-2.08	Located Deep Event	30	30	10	TexasBrine				
1882	37:21.2	30.0086399	-91.13130273	15N 	680232	3321213	1609	-1.41	Located Deep Event	90	180	60					
1883	37:38.1	30.0085645	-91.13107608	15N 	680254	3321205	1664	-1.36	Located Deep Event	100	180	60					
1884	38:05.7	30.0087393	-91.13067888	15N 	680292	3321225	1821	-1.01	Located Deep Event	120	200	70					
1885	51:23.2	30.00160907	-91.14387339	15N 	679032	3320414	1672	-1.49	Located Deep Event	150	250	230	TexasBrine				
1886	33:56.2	30.01062964	-91.14183941	15N 	679212	3321417	1039	-1.68	Located Deep Event	50	30	20	TexasBrine				
1887	05:51.8	30.01400246	-91.12583207	15N 	680750	3321816	1442	-1.52	Located Deep Event	50	260	120					
1888	34:12.3	30.01128429	-91.14155767	15N 	679238	3321490	225	-1.45	Located Shallow Event	50	50	40	TexasBrine				
1889	22:10.0	30.01167896	-91.14139481	15N 	679253	3321534	257	-1.48	Located Shallow Event	20	30	20	TexasBrine				
1890	16:38.4	30.00751415	-91.14355611	15N 	679052	3321069	1688	-1.41	Located Deep Event	150	140	240	TexasBrine				
1891	59:26.7	30.00396008	-91.14424426	15N 	678992	3320674	1603	-1.04	Located Deep Event	120	230	230	TexasBrine				
1892	52:54.5	30.01167647	-91.13102809	15N 	680253	3321550	925	-0.83	Located Deep Event	40	150	70					
1893	00:35.2	30.01523816	-91.12580883	15N 	680750	3321953	1193	-1.03	Located Deep Event	70	240	120					
1894	02:05.2	30.01355754	-91.1256331	15N 	680770	3321767	1504	-0.94	Located Deep Event	50	260	140					
1895	52:06.5	30.01013815	-91.13961975	15N 	679427	3321366	1781	-1.65	Located Deep Event	170	140	30	TexasBrine				
1896	08:25.6	30.0135327	-91.12959374	15N 	680388	3321758	1325	-1.42	Located Deep Event	50	200	90					
1897	18:48.5	30.01123075	-91.14160014	15N 	679234	3321484	239	-1.82	Located Shallow Event	30	40	30	TexasBrine				
1898	48:58.1	30.0094656	-91.1431051	15N 	679092	3321286	160	-0.62	Located Shallow Event	60	60	60	TexasBrine				
1899	49:02.9	30.00996486	-91.14268114	15N 	679132	3321342	138	-1.25	Located Shallow Event	50	60	50	TexasBrine				
1900	49:06.9	30.0100731	-91.14267912	15N 	679132	3321354	140	-1.33	Located Shallow Event	40	60	50	TexasBrine				
1901	53:23.5	30.00944464	-91.14289816	15N 	679112	3321284	79	-0.91	Located Shallow Event	40	50	20	TexasBrine				
1902	08:46.6	30.01324138	-91.13004498	15N 	680345	3321725	1396	-1.07	Located Deep Event	50	200	90					
1903	27:26.8	30.00709389	-91.13234761	15N 	680134	3321040	1785	-1.34	Located Deep Event	160	210	60					
1904	32:43.1	30.01438996	-91.12770122	15N 	680569	3321856	1163	-0.89	Located Deep Event	60	220	100					
1905	33:02.4	30.01333526	-91.12713012	15N 	680626	3321740	1360	-0.64	Located Deep Event	50	250	100					
1906	33:25.3	30.01284745	-91.12708745	15N 	680631	3321686	1419	-0.74	Located Deep Event	50	270	110					
1907	55:45.6	30.01246483	-91.13190485	15N 	680167	3321636	980	-1.5	Located Deep Event	30	130	60					
1908	34:48.9	30.01190419	-91.13308681	15N 	680054	3321572	736	-0.81	Located Deep Event	40	100	50					
1909	34:54.9	30.01151589	-91.13306298	15N 	680057	3321529	756	-0.5	Located Deep Event	30	110	40					
1910	35:09.0	30.01193512	-91.13272339	15N 	680089	3321576	823	-0.63	Located Deep Event	30	110	50					
1911	26:12.7	30.01119453	-91.14159045	15N 	679235	3321480	239	-1.8	Located Shallow Event	40	40	40	TexasBrine				
1912	32:27.6	30.01508656	-91.12720087	15N 	680616	3321934	1301	-0.91	Located Deep Event	60	220	110					
1913	28:12.5	30.01224379	-91.13158762	15N 	680198	3321612	1163	-1.51	Located Deep Event	30	150	60					
1914	43:49.0	30.01166491	-91.13148444	15N 	680209	3321548	1578	-1.51	Located Deep Event	60	200	80					
1915	44:03.5	30.01095809	-91.131902	15N 	680170	3321469	1601	-1.6	Located Deep Event	70	180	60					
1916	50:07.3	30.01260229	-91.13269016	15N 	680091	3321650	963	-0.9	Located Deep Event	40	120	50					
1917	23:53.8	30.00785982	-91.143757	15N 	679032	3321107	1463	-0.47	Located Deep Event	110	130	250	TexasBrine				
1918	24:56.3	30.01284572	-91.13204285	15N 	680153	3321678	927	-0.88	Located Deep Event	40	130	60					
1919	24:58.0	30.0124914	-91.13250563	15N 	680109	3321638	895	-1.04	Located Deep Event	30	110	50					
1920	25:02.5	30.01199394	-91.13305403	15N 	680057	3321582	988	-1.3	Located Deep Event	30	130	50					
1921	25:03.4	30.01245444	-91.13244412	15N 	680115	3321634	954	-1.43	Located Deep Event	40	130	50					
1922	44:50.5	30.01206256	-91.13089645	15N 	680265	3321593	892	-0.09	Located Deep Event	30	140	70					
1923	44:54.3	30.01228454	-91.13255097	15N 	680105	3321615	942	-0.47	Located Deep Event	30	120	60					
1924	45:01.3	30.00951605	-91.14476281	15N 	678932	3321289	778	-0.25	Located Deep Event	700	290	190	TexasBrine				
1925	45:17.8	30.01242116	-91.13264172	15N 	680096	3321630	939	-1.43	Located Deep Event	40	120	60					
1926	47:49.1	30.01273498	-91.13186869	15N 	680170	3321666	946	-0.41	Located Deep Event	40	130	60					
1927	48:52.7	30.01065719	-91.1393198	15N 	679455	3321424	1758	-1.27	Located Deep Event	140	130	30	TexasBrine				
1928	44:54.9	30.01349046	-91.12852674	15N 	680491	3321755	1580	-0.28	Located Deep Event	40	260	80					
1929	23:03.7	30.0103384	-91.14038315	15N 	679353	3321387	1177	-1.8	Located Deep Event	70	40	10	TexasBrine				
1930	38:22.3	30.00827181	-91.143542	15N 	679052	3321153	1398	-0.95	Located Deep Event	80	90	200	TexasBrine				
1931	38:31.3	30.00775183	-91.14313703	15N 	679092	3321096	1521	-1.25	Located Deep Event	100	70	130	TexasBrine				
1932	42:32.0	30.00734823	-91.1426677	15N 	679138	3321052	1600	-0.14	Located Deep Event	110	80	130	TexasBrine				
1933	45:34.1	30.00774281	-91.1431372	15N 	679092	3321095	1520	-1.58	Located Deep Event	80	80	120	TexasBrine				
1934	46:02.8	30.00808849	-91.14333809	15N 	679072	3321133	1480	-1.66	Located Deep Event	100	90	200	TexasBrine				
1935	56:43.4	30.00827181	-91.143542	15N 	679052	3321153	1380	-1.76	Located Deep Event	100	110	210	TexasBrine				
1936	38:07.5	30.01786972	-91.12117695	15N 	681192	3322252	1099	-0.25	Located Deep Event	100	290	130					
1937	38:07.5	30.01897605	-91.12157079	15N 	681152	3322374	1021	-0.25	Located Deep Event	140	310	130					
1938	52:38.8	30.01075513	-91.14114251	15N 	679279	3321432	1140	-2.04	Located Deep Event	60	20	10	TexasBrine				
1939	37:07.2	30.01859693	-91.12282203	15N 	681032	3322330	1103	0.64	Located Deep Event	120	270	110					
1940	38:41.3	30.01845557	-91.12303204	15N 	681012	3322314	1037	-0.92	Located Deep Event	120	260	120					
1941	31:53.3	30.01210644	-91.13144506	15N 	680212	3321597	960	-0.69	Located Deep Event	10	140	50					
1942	40:21.4	30.01094499	-91.14117006	15N 	679276	3321453	260	-0.99	Located Shallow Event	10	0	0	TexasBrine				
1943	01:29.7	30.0116247	-91.14138546	15N 	679254	3321528	240	-0.99	Located Shallow Event	10	20	0	TexasBrine				
1944	42:24.8	30.01218056	-91.14113665	15N 	679277	3321590	605	-2.25	Located Deep Event	30	30	10	TexasBrine				
1945	57:38.3	30.0132557	-91.12724565	15N 	680615	3321731	1419	-0.84	Located Deep Event	60	270	110					
1946	57:58.1	30.01346777	-91.12629827	15N 	680706	3321756	1425	-1.08	Located Deep Event	50	240	110					
1947	10:17.5	30.01201065	-91.14124349	15N 	679267	3321571	635	-2.13	Located Deep Event	40	40	10	TexasBrine				
1948	13:20.3	30.00714326	-91.14284774	15N 	679121	3321029	1562	-1.7	Located Deep Event	130	110	190	TexasBrine				
1949	04:29.8	30.01183246	-91.13121177	15N 	680235	3321567	764	-1.48	Located Deep Event	40	130	50					
1950	03:37.8	30.00824303	-91.13131017	15N 	680232	3321169	1660	-1.58	Located Deep Event	90	160	40					
1951	46:27.9	30.00987371	-91.14006009	15N 	679385	3321336	1165	-1.71	Located Deep Event	70	70	40	TexasBrine				
1952	34:43.9	30.00774984	-91.13215909	15N 	680151	3321113	1776	-1.56	Located Deep Event	180	260	70					
1953	04:05.6	30.00993075	-91.14026635	15N 	679365	3321342	1159	-1.94	Located Deep Event	60	70	40	TexasBrine				
1954	42:49.5	30.01363263	-91.12647141	15N 	680689	3321774	1406	-0.43	Located Deep Event	50	250	110					
1955	42:55.0	30.01238169	-91.1266919	15N 	680670	3321635	1507	-0.49	Located Deep Event	50	230	110					
1956	43:06.2	30.01294376	-91.12498117	15N 	680834	3321700	1602	-0.51	Located Deep Event	60	280	120					
1957	43:32.5	30.01335586	-91.12477644	15N 	680853	3321746	1583	-0.75	Located Deep Event	60	290	120					
1958	43:51.5	30.01349455	-91.12564465	15N 	680769	3321760	1626	-1.32	Located Deep Event	70	300	130					
1959	43:55.4	30.01404459	-91.12625633	15N 	680709	3321820	1575	-0.9	Located Deep Event	60	260	110					
1960	34:02.1	30.00983763	-91.14006076	15N 	679385	3321332	1140	-1.85	Located Deep Event	60	60	40	TexasBrine				
1961	25:46.5	30.0110575	-91.14019349	15N 	679370	3321467	1687	-1.05	Located Deep Event	140	130	30	TexasBrine				
1962	20:13.2	30.01257699	-91.13281503	15N 	680079	3321647	923	-1.63	Located Deep Event	30	120	50					
1963	12:10.2	30.01090882	-91.14180311	15N 	679215	3321448	281	-1.85	Located Shallow Event	60	50	30	TexasBrine				
1964	16:12.7	30.00909768	-91.14132892	15N 	679264	3321248	1674	-1.33	Located Deep Event	140	90	100	TexasBrine				
1965	43:40.2	30.01320175	-91.12662465	15N 	680675	3321726	1639	-0.78	Located Deep Event	60	290	130					
1966	12:44.3	30.0111477	-91.13318391	15N 	680046	3321488	1537	-1.19	Located Deep Event	80	190	80					
1967	12:56.0	30.01078524	-91.13180157	15N 	680180	3321450	1559	-1.3	Located Deep Event	80	210	80					
1968	13:05.0	30.01056978	-91.1369682	15N 	679682	3321418	1115	-1.46	Located Deep Event	50	90	30					
1969	13:11.2	30.01152354	-91.13169443	15N 	680189	3321532	1576	-1.06	Located Deep Event	70	200	90					
1970	14:25.8	30.01091637	-91.13214121	15N 	680147	3321464	1599	-1.63	Located Deep Event	80	190	80					
1971	50:57.8	30.01035916	-91.13993699	15N 	679396	3321390	1082	-1.85	Located Deep Event	40	40	30	TexasBrine				
1972	13:19.1	30.00998678	-91.14040007	15N 	679352	3321348	1175	-1.6	Located Deep Event	80	60	40	TexasBrine				
1973	41:42.6	30.01106289	-91.13229396	15N 	680132	3321480	1339	-1.58	Located Deep Event	60	180	90					
1974	09:40.5	30.00819648	-91.14395806	15N 	679012	3321144	1018	-2.08	Located Deep Event	20	90	90	TexasBrine				
1975	13:18.5	30.01086414	-91.1386421	15N 	679520	3321448	945	-2.06	Located Deep Event	30	50	30	TexasBrine				
1976	56:40.1	30.01063852	-91.14182888	15N 	679213	3321418	1040	-1.63	Located Deep Event	50	30	20	TexasBrine				
1977	58:34.7	30.01210637	-91.13971778	15N 	679414	3321584	952	-2.05	Located Deep Event	40	30	30	TexasBrine				
1978	58:38.6	30.01150834	-91.14017471	15N 	679371	3321517	927	-2.5	Located Deep Event	20	30	10	TexasBrine				
1979	52:29.4	30.0128343	-91.13250957	15N 	680108	3321676	917	-1.85	Located Deep Event	50	140	70					
1980	28:21.1	30.01252425	-91.13227694	15N 	680131	3321642	957	-1.44	Located Deep Event	50	160	70					
1981	54:02.4	30.01245768	-91.13267213	15N 	680093	3321634	959	-1.41	Located Deep Event	40	150	70					
1982	21:46.0	30.01346407	-91.13238373	15N 	680119	3321746	1820	-1.56	Located Deep Event	110	240	110					
1983	45:01.5	30.00661826	-91.14336547	15N 	679072	3320970	1182	-1.59	Located Deep Event	90	100	110	TexasBrine				
1984	40:30.6	30.01120418	-91.13908152	15N 	679477	3321485	1682	-1.14	Located Deep Event	130	130	40	TexasBrine				
1985	44:21.0	30.01022644	-91.13948334	15N 	679440	3321376	1136	-1.09	Located Deep Event	70	60	40	TexasBrine				
1986	48:36.0	30.00997732	-91.14036915	15N 	679355	3321347	1529	-1.34	Located Deep Event	100	80	30	TexasBrine				
1987	48:50.0	30.01337293	-91.13104811	15N 	680248	3321738	721	-0.6	Located Deep Event	60	150	80					
1988	48:51.4	30.01188809	-91.13068202	15N 	680286	3321574	943	0.2	Located Deep Event	30	140	60					
1989	59:31.8	30.01087823	-91.13199679	15N 	680161	3321460	1460	-1.49	Located Deep Event	100	220	110					
1990	20:18.6	30.01177825	-91.13247753	15N 	680113	3321559	1337	-1.19	Located Deep Event	60	180	90					
1991	21:08.1	30.01203962	-91.13118715	15N 	680237	3321590	1279	-1.55	Located Deep Event	40	180	80					
1992	21:33.2	30.01157398	-91.13143431	15N 	680214	3321538	1443	-1.64	Located Deep Event	60	180	80					
1993	21:34.4	30.01164451	-91.13131896	15N 	680225	3321546	1477	-1.31	Located Deep Event	70	210	90					
1994	21:52.3	30.01246409	-91.13185303	15N 	680172	3321636	1520	-1.63	Located Deep Event	60	210	90					
1995	58:52.9	30.00924328	-91.14269458	15N 	679132	3321262	159	-0.46	Located Shallow Event	30	50	30	TexasBrine				
1996	17:11.5	30.0106248	-91.13193934	15N 	680167	3321432	1584	-1.27	Located Deep Event	80	180	80					
1997	06:20.2	30.00971311	-91.14018748	15N 	679373	3321318	1165	-2.1	Located Deep Event	60	50	30	TexasBrine				
1998	31:12.7	30.00784788	-91.1435499	15N 	679052	3321106	1457	-1.7	Located Deep Event	120	110	190	TexasBrine				
1999	36:41.3	30.0109049	-91.14024818	15N 	679365	3321450	1464	-0.46	Located Deep Event	110	100	30	TexasBrine				
2000	37:05.8	30.01002139	-91.14029576	15N 	679362	3321352	1703	0.34	Located Deep Event	130	110	30	TexasBrine				
2001	37:18.0	30.00996845	-91.14037968	15N 	679354	3321346	1774	0.13	Located Deep Event	140	120	30	TexasBrine				
2002	37:24.0	30.00954568	-91.1404705	15N 	679346	3321299	1699	-0.24	Located Deep Event	170	110	30	TexasBrine				
2003	38:57.1	30.01089491	-91.14081853	15N 	679310	3321448	1922	-0.81	Located Deep Event	170	140	170	TexasBrine				
2004	39:15.5	30.01087482	-91.14067377	15N 	679324	3321446	1964	-0.89	Located Deep Event	180	150	210	TexasBrine				
2005	40:43.1	30.01028355	-91.14033234	15N 	679358	3321381	1481	-1.76	Located Deep Event	100	90	20	TexasBrine				
2006	42:24.2	30.01075545	-91.13988813	15N 	679400	3321434	1886	-1.37	Located Deep Event	180	160	40	TexasBrine				
2007	53:32.7	30.01168043	-91.14149845	15N 	679243	3321534	838	-1.87	Located Deep Event	20	20	10	TexasBrine				
2008	42:22.5	30.01164318	-91.14141621	15N 	679251	3321530	823	-1.53	Located Deep Event	20	20	10	TexasBrine				
2009	42:28.9	30.01160739	-91.14143761	15N 	679249	3321526	823	-1.44	Located Deep Event	20	10	10	TexasBrine				
2010	42:46.4	30.01160695	-91.14140652	15N 	679252	3321526	823	-2.01	Located Deep Event	20	10	10	TexasBrine				
2011	36:53.9	30.00842807	-91.14374642	15N 	679032	3321170	1227	-1.66	Located Deep Event	40	130	200	TexasBrine				
