1-no,2-depth,3-lat,4-lon,5-maxampZ,6-maxampX,7-maxampY,8-slopZ,9-slopeX,10-slopeY,11-spectralcentZ,12-speccenX,13-speccentY,14-maximumfrequencyampZ,15-rec,16-az,17-dip,18-dd_re,19-dipp,20-DR,21-crossdeep,22-crossshallow,23-Otsu,24-cwtDEEP(meancc),25-cwtSHAL(meancc),26-cwtDEEP(pickcc),27-cwtSHAL(pickcc),28-semblanceDEEP,29-semblanceSHAL,class
534,160,30.01,-91.143,7700.4,19246,16705,8.691,37.47,20.353,58.836,90.525,116.12,26.158,0.53623,89.286,0.046217,0.00043254,0.00080663,-0.0026811,0.14258,0.3668,107,0.068955,0.069288,183,155,0.5061,3361,shallow
535,160,30.01,-91.143,1.06E+06,5.74E+05,2.67E+05,1983.7,1177.2,546.85,67.261,106.27,106.12,2396.5,0.9883,89.721,0.1303,0.0022476,0.0022742,-0.0049415,0.16158,0.33819,122,0.040981,0.039312,191,165,0.5117,3044,shallow
536,160,30.01,-91.143,25807,19196,8441,46.601,39.76,17.477,76.47,86.97,129.18,73.443,0.97622,87.795,-0.29424,0.0050134,0.0051355,-0.0048811,0.083593,0.38047,91,0.044021,0.043297,189,163,0.4981,2562,shallow
537,160,30.01,-91.143,1519.5,744.63,2199.9,3.7137,1.8272,3.9197,144.88,154.65,160.2,1.0992,0.60353,51.994,22.263,0.22865,0.37886,-0.0030176,0.11152,0.074809,123,0.061819,0.062755,211,180,0.6303,4765,shallow
538,80,30.009,-91.142,8.00E+05,4.66E+05,3.68E+05,2290.3,1512.7,925.01,60.462,97.747,94.096,1715.6,0.72545,-6.466,16.778,0.20941,0.28867,-0.0036273,0.11479,0.32,123,0.043281,0.038626,192,166,0.5117,2534,shallow
539,80,30.009,-91.142,1.37E+05,1.14E+05,63944,928.58,276.92,152.89,106.24,86.588,97.017,151.98,0.84125,-56.044,-5.794,0.084927,0.10095,-0.0042063,0.11474,0.26269,117,0.059636,0.053117,192,165,0.4911,2745,shallow
540,80,30.009,-91.142,2397.9,608.6,1481.7,16.136,5.8575,10.027,114.22,126.3,79.209,2.8291,0.91536,84.768,27.412,0.42142,0.46038,-0.0045768,0.16139,0.3997,121,0.067998,0.056165,187,159,0.4995,2541,shallow
541,80,30.009,-91.142,13746,38267,50596,56.985,258.48,352.51,93.091,85.566,88.55,46.67,0.96137,-84.219,0.94001,0.015772,0.016406,-0.0048068,0.13636,0.49061,98,0.065537,0.057662,181,154,0.5061,3560,shallow
542,80,30.009,-91.142,1.43E+05,1.32E+05,55819,564.52,464.86,231.19,88.081,130.81,141.73,187.1,0.98234,-89.875,2.2638,0.038803,0.0395,-0.0049117,0.14673,0.22492,117,0.055117,0.049957,194,169,0.4959,3510,shallow
543,80,30.009,-91.142,4991.5,1953.2,2539,17.067,6.5596,9.8408,90.636,128.15,105.84,7.5235,0.86839,85.884,8.5126,0.12854,0.14803,-0.0043419,0.10861,0.32285,89,0.050971,0.04626,190,164,0.4899,2912,shallow
544,80,30.009,-91.142,3837.5,8226.9,13292,15.506,22.039,35.974,107.86,111.09,106.36,6.0131,0.84369,87.885,87.032,0.84256,0.99866,0.0042184,0.10762,0.22858,107,0.071068,0.067385,193,167,0.5122,2327,shallow
545,80,30.009,-91.142,698.76,141.26,261.92,5.0497,1.7623,2.4713,71.449,113.12,120.41,0.69527,0.82474,-49.618,80.844,0.81424,0.98726,0.0041237,0.2597,0.16295,118,0.042561,0.036383,201,175,0.5309,2948,shallow
546,160,30.009,-91.143,797.48,534.74,898.34,6.3489,4.1643,6.3926,124.98,105.76,114.19,0.77163,0.45431,-66.89,63.777,0.40755,0.89708,0.0022715,0.21244,0.16085,117,0.05212,0.045516,204,178,0.5056,2842,shallow
547,160,30.009,-91.143,5676.1,1913.9,5109.5,50.844,6.4002,53.635,102.4,109.52,118.65,10.985,0.89054,85.336,31.996,0.47186,0.52986,-0.0044527,0.10267,0.49024,125,0.070924,0.057652,188,162,0.5064,2855,shallow
548,160,30.009,-91.143,2.86E+05,8.77E+05,2.16E+05,3914,2743.7,884.97,111.91,62.819,109.04,640.9,0.90992,-8.0717,9.2306,0.14596,0.16041,-0.0045496,0.087877,0.30449,91,0.075705,0.065921,190,163,0.5597,3210,shallow
549,160,30.009,-91.143,2.07E+06,1.86E+06,1.64E+06,7149.4,6345.5,7603.8,60.062,63.125,73.152,5696.4,0.88879,-47.957,11.019,0.16988,0.19114,-0.0044439,0.072813,0.36256,119,0.050253,0.044287,190,164,0.4858,3106,shallow
550,157,30.009,-91.143,3.13E+05,2.90E+05,3.49E+05,1125.6,3292,1614.9,118.57,157.51,135.68,932,0.57911,-51.403,-2.6162,0.026433,0.045645,-0.0028955,0.092402,0.37866,89,0.054122,0.047677,188,161,0.485,2895,shallow
551,157,30.009,-91.143,1.36E+05,1.72E+05,1.68E+05,2033.7,3215.5,5200,158.27,108.8,98.071,133.75,0.56006,-5.8857,32.825,0.30359,0.54207,0.0028003,0.13373,0.18011,87,0.077958,0.068184,193,167,0.5185,2599,shallow
552,157,30.009,-91.143,4876.5,3647.7,3177.4,186.45,136.34,121.79,191.9,143.9,124.53,2.2583,0.85062,-87.316,53.64,0.68501,0.8053,0.0042531,0.18152,0.21401,87,0.069477,0.058001,192,163,0.5031,2633,shallow
553,157,30.009,-91.143,12308,48734,66731,41.635,119.37,166.67,94.961,88.59,86.4,28.145,0.73004,62.256,-4.5462,0.057866,0.079263,-0.0036502,0.15676,0.29695,106,0.064064,0.057137,180,151,0.503,3004,shallow
554,157,30.009,-91.143,85599,2.36E+05,20692,140.79,692.53,35.344,86.342,73.788,103,203.6,0.99402,-89.265,0.24341,0.0042229,0.0042483,-0.0049701,0.097457,0.35917,118,0.055551,0.053451,188,161,0.5036,3285,shallow
555,157,30.009,-91.143,2401.1,1737.2,1621.4,5.5706,3.9375,4.6165,95.014,111.6,98.545,3.1516,0.9617,55.871,-0.61841,0.01038,0.010793,-0.0048085,0.17495,0.47137,107,0.065928,0.064972,180,152,0.5069,3129,shallow
556,157,30.009,-91.143,6287.6,14952,15994,15.959,46.302,100.99,97.954,94.399,118.63,49.362,0.78783,-68.286,0.18615,0.0025596,0.003249,-0.0039391,0.13,0.77128,105,0.072024,0.065543,179,152,0.5129,3233,shallow
557,157,30.009,-91.143,1124.9,382.66,699.17,31.924,3.9217,24.484,175.31,161.88,161.24,0.52163,0.83468,-75.327,58.935,0.71497,0.85658,0.0041734,0.26959,0.11354,79,0.072421,0.067469,204,175,0.6885,5698,shallow
558,120,30.008,-91.144,1716.8,628.66,1161.5,48.921,9.3733,3.9962,130.36,106.86,91.951,1.039,0.88333,69.97,64.743,0.79889,0.9044,0.0044166,0.18588,0.13781,115,0.053665,0.046616,205,178,0.4849,2636,shallow
559,120,30.008,-91.144,44695,30168,40951,67.192,67.197,94.448,69.555,78.964,91.848,291.82,0.97792,-5.4463,87.743,0.97717,0.99922,0.0048896,0.044992,0.76687,131,0.053057,0.050397,178,152,0.48,2759,shallow
560,120,30.008,-91.144,6770.5,4039.8,6187.9,27.119,14.917,15.609,101.63,120.11,121.39,15.188,0.95029,33.518,0.16912,0.002805,0.0029518,-0.0047515,0.11275,0.30287,111,0.069827,0.067179,186,157,0.4944,3638,shallow
561,120,30.008,-91.144,4.42E+05,4.54E+05,2.12E+05,1716.9,760.76,816.41,104.78,85.385,105.02,541.36,0.99116,-88.123,1.9017,0.032892,0.033186,-0.0049558,0.13093,0.29563,121,0.048029,0.046334,191,164,0.4914,3644,shallow
562,120,30.008,-91.144,10903,18492,29799,14.948,64.723,59.043,94.005,74.568,71.258,64.767,0.80854,-44.531,28.585,0.38685,0.47846,-0.0040427,0.080254,0.37967,128,0.055854,0.054634,183,156,0.4732,2863,shallow
563,120,30.008,-91.144,40646,99281,73121,118.22,423.55,307.57,80.835,95.643,86.295,167.61,0.8261,17.153,47.492,0.60898,0.73718,0.0041305,0.15141,0.29809,106,0.069955,0.069196,182,153,0.5067,2487,shallow
564,120,30.008,-91.144,8709.9,14305,17781,9.1096,18.874,25.225,154.07,124.73,133.21,21.961,0.93945,-8.5735,5.5609,0.091036,0.096904,-0.0046973,0.11812,0.48154,124,0.070565,0.068818,180,154,0.7023,5714,shallow
565,120,30.008,-91.144,16250,6219.1,11173,527.32,118.39,217.85,134.66,76.722,64.323,17.514,0.93944,67.499,52.787,0.74816,0.79639,0.0046972,0.27108,0.23119,115,0.064124,0.053382,195,169,0.5054,3144,shallow
566,120,30.008,-91.144,6.12E+05,1.26E+06,9.03E+05,13068,3988.2,13582,160.68,69.937,66.863,325.47,0.85536,-58.732,-9.3204,0.13853,0.16196,-0.0042768,0.13001,0.16568,85,0.064887,0.057536,194,171,0.5113,2598,shallow
567,120,30.008,-91.144,6.07E+06,3.13E+06,1.83E+06,23337,33638,6970.2,60.8,153.97,137.31,12169,0.56331,7.2274,-25.513,0.24263,0.43071,-0.0028166,0.15472,0.37876,124,0.051039,0.042596,191,164,0.4845,3104,shallow
568,60,30.011,-91.141,6.22E+05,1.22E+06,9.20E+05,32447,67071,46219,136.35,208.57,238.34,253.74,0.77381,-21.632,7.5881,0.10218,0.13205,-0.003869,0.15705,0.20332,111,0.057016,0.049504,195,168,0.4546,2767,shallow
569,60,30.011,-91.141,1.06E+05,30502,44103,2001.7,219.72,919.95,154.18,166.27,177.47,11.68,0.86359,74.246,80.498,0.85174,0.98628,0.004318,0.15954,0.081496,104,0.058459,0.051426,204,180,0.4566,2836,shallow
570,60,30.011,-91.141,950.78,344.08,544.99,18.671,7.392,11.863,193.89,181.14,190.2,0.15817,0.75463,88.69,72.625,0.7202,0.95437,0.0037732,0.17716,0.05973,100,0.050595,0.044113,220,190,0.4752,2525,shallow
571,160,30.01,-91.143,930.24,275.86,272.24,15.01,2.5764,0.8444,91.978,97.259,105.06,0.60643,0.95623,26.915,80.677,0.9436,0.98679,0.0047811,0.26052,0.12836,104,0.048336,0.042725,204,177,0.4806,2561,shallow
572,160,30.01,-91.143,7977,9219.8,8573,20.309,99.602,55.752,52.397,86.434,95.815,66.826,0.86946,49.765,3.8721,0.058715,0.06753,-0.0043473,0.037348,0.85231,133,0.059117,0.052217,177,150,0.5253,3451,shallow
573,160,30.01,-91.143,1244.3,1045.7,705.6,1.958,3.1007,2.5393,89.882,114.28,113.92,4.7899,0.97394,54.522,0.64551,0.010973,0.011266,-0.0048697,0.12862,0.4462,106,0.069306,0.065441,174,146,0.495,3394,shallow
574,160,30.01,-91.143,63548,48931,19579,194.51,122.78,46.223,106.88,118.6,109.49,56.796,0.99768,89.759,0.41123,0.0071605,0.0071772,-0.0049884,0.12055,0.098591,89,0.058427,0.056649,203,172,0.4932,2786,shallow
575,160,30.01,-91.143,11516,21894,24544,28.369,118.9,118.66,62.716,101.75,104.58,100.18,0.65969,-66.766,4.9148,0.056519,0.085674,-0.0032985,0.062587,0.75602,100,0.05797,0.053627,178,151,0.5276,2464,shallow
576,160,30.01,-91.143,1947.5,832.81,1805.6,46.227,24.248,43.719,160.73,128,121.5,0.37863,0.77985,-71.001,81.383,0.77105,0.98871,0.0038993,0.14108,0.24109,92,0.074129,0.062375,184,157,0.534,2994,shallow
577,160,30.01,-91.143,1.51E+05,2.13E+05,88821,3101.1,677.58,2220.8,137.6,78.681,119.58,72.659,0.7276,58.018,80.903,0.71845,0.98742,0.003638,0.17368,0.15265,90,0.071324,0.062537,197,169,0.5054,2478,shallow
578,160,30.01,-91.143,2.85E+05,1.56E+05,3.40E+05,1059,1861,1156.8,89.693,157.23,129.07,691.59,0.7485,-86.589,15.287,0.19735,0.26366,-0.0037425,0.19217,0.33842,122,0.05866,0.051779,191,163,0.5039,3250,shallow
579,100,30.008,-91.144,2.88E+06,1.50E+06,2.72E+06,6793.6,8750.3,7005.3,78.894,128.41,97.014,7649.6,0.57884,19.438,-8.8459,0.089013,0.15378,-0.0028942,0.056246,0.45015,116,0.055316,0.052184,189,162,0.4998,2694,shallow
580,100,30.008,-91.144,5.89E+05,5.86E+05,8.41E+05,3499.3,1692,1993,116.38,111.94,81.289,672.87,0.72703,64.494,-28.282,0.34448,0.47381,-0.0036352,0.10773,0.12214,87,0.075243,0.072728,196,170,0.5189,2647,shallow
581,100,30.008,-91.144,9864.8,6748.1,11503,246.48,18.066,26.241,139.56,94.28,92.63,4.0092,0.80699,-62.186,58.115,0.68522,0.84911,0.004035,0.11086,0.085517,94,0.076578,0.071623,219,193,0.5107,2733,shallow
582,100,30.008,-91.144,10196,19561,56827,18.762,52.49,77.029,78.059,93.042,59.749,71.503,0.8389,-7.4929,14.684,0.21265,0.25348,-0.0041945,0.14007,0.42402,132,0.057223,0.052779,180,152,0.5101,3480,shallow
583,100,30.008,-91.144,1.26E+05,1.30E+05,1.82E+05,263.71,373.84,525.17,57.686,107.62,79.773,997.98,0.91278,-72.128,74.838,0.881,0.96519,0.0045639,0.049929,0.74361,110,0.065026,0.058433,174,147,0.4978,3311,shallow
584,100,30.008,-91.144,16059,24027,40391,19.246,37.646,68.835,69.043,98.589,95.99,47.602,0.90072,-75.873,-1.4526,0.022833,0.025349,-0.0045036,0.093944,0.30953,126,0.062616,0.059411,182,153,0.494,2580,shallow
585,100,30.008,-91.144,5.28E+05,9.34E+05,6.48E+05,910.15,2030.6,1713.7,89.188,108.43,86.146,1965.3,0.99817,-89.445,-0.30175,0.0052568,0.0052665,-0.0049908,0.080007,0.43629,98,0.054847,0.053492,184,157,0.495,2538,shallow
586,100,30.008,-91.144,20569,19198,9782.4,48.623,45.051,22.685,80.492,91.67,118.59,73.655,0.98673,-89.85,-0.49843,0.0085838,0.0086992,-0.0049336,0.095447,0.4374,123,0.057529,0.0532,183,156,0.5015,3114,shallow
587,100,30.008,-91.144,89032,77535,1.20E+05,176.52,166.49,319.67,40.539,84.638,98.361,764.48,0.92995,-21.77,78.28,0.91056,0.97915,0.0046498,0.031476,0.65,127,0.067261,0.061555,175,147,0.4894,2590,shallow
588,100,30.008,-91.144,3660.3,844.55,2912.3,19.753,8.5314,24.453,78.211,129.79,99.342,7.8394,0.93389,-27.906,83.069,0.92707,0.99269,0.0046695,0.18998,0.15267,114,0.056734,0.051695,205,178,0.4819,2604,shallow
589,199,30.009,-91.143,1416,300.9,839.25,10.468,3.5029,11.692,67.173,115.5,129.43,2.694,0.91958,72.712,57.352,0.77429,0.842,0.0045979,0.2674,0.20118,112,0.049521,0.043775,201,175,0.487,2748,shallow
590,199,30.009,-91.143,13067,26456,20023,17.366,52.793,31.933,45.099,72.684,99.797,125.74,0.95886,-66.155,89.03,0.95872,0.99986,0.0047943,0.05614,0.55617,135,0.061875,0.0567,180,151,0.4883,3025,shallow
591,199,30.009,-91.143,10619,5271.8,4990.4,29.936,14.598,13.897,84.489,74.803,91.608,20.489,0.98735,88.483,2.7255,0.046949,0.047551,-0.0049368,0.15209,0.63644,109,0.066166,0.061424,177,148,0.4995,2434,shallow
592,199,30.009,-91.143,4.25E+05,5.52E+05,79673,816.95,1661.1,239.3,55.705,63.425,120.6,1831.6,0.99717,-89.729,-0.033008,0.00057447,0.00057609,-0.0049859,0.075031,0.28415,121,0.041358,0.039293,192,166,0.506,2447,shallow
593,199,30.009,-91.143,20382,39206,41852,40.964,78.693,160.79,148.67,70.223,81.349,31.901,0.95371,18.894,0.5832,0.0097075,0.010179,-0.0047686,0.16447,0.33085,107,0.063374,0.062043,196,163,0.5088,3505,shallow
594,199,30.009,-91.143,20464,34999,30082,70.06,135.07,111.75,59.369,79.8,76.397,120.73,0.97806,-73.569,88.889,0.97788,0.99981,0.0048903,0.11655,0.44581,106,0.07493,0.071598,181,153,0.5133,2579,shallow
595,199,30.009,-91.143,7384.4,24444,14613,18.141,49.178,29.841,123.94,62.338,70.069,28.189,0.65728,-8.3399,-7.1835,0.082192,0.12505,-0.0032864,0.16423,0.42593,116,0.061394,0.059301,183,164,0.5291,3284,shallow
596,199,30.009,-91.143,3171.1,1956.7,5055.3,35.168,6.32,52.814,146.09,91.729,93.192,1.3642,0.86089,81.831,0.13277,0.0019949,0.0023172,-0.0043044,0.21162,0.17625,106,0.070247,0.060003,203,172,0.5044,3403,shallow
597,199,30.009,-91.143,2.86E+05,2.13E+05,1.62E+05,892.37,2798.1,1984.7,80.453,123.43,131.73,374.69,0.80089,-43.219,-15.227,0.21035,0.26264,-0.0040044,0.17121,0.18704,119,0.056905,0.050213,196,169,0.4835,2648,shallow
598,199,30.009,-91.143,3.52E+06,3.40E+06,4.52E+06,11814,11189,13555,66.387,63.499,56.756,4873.5,0.81378,-22.766,19.25,0.26829,0.32968,-0.0040689,0.18867,0.23874,116,0.043273,0.038682,194,168,0.5062,2568,shallow
599,60,30.008,-91.142,2.74E+05,79777,1.47E+05,900.2,260.68,391.06,54.308,127.1,115.11,534.5,0.63073,46.25,15.161,0.16496,0.26153,-0.0031537,0.12606,0.21992,121,0.044351,0.039818,195,168,0.5151,2403,shallow
600,60,30.008,-91.142,29623,47374,29457,378.34,150.75,87.175,103.58,62.858,72.048,23.6,0.89732,34.688,87.41,0.8964,0.99898,0.0044866,0.22365,0.15523,111,0.056883,0.050385,201,174,0.5687,2687,shallow
601,60,30.008,-91.142,714.61,404.08,559.1,9.1497,5.2617,6.1822,193.36,145.01,124.12,0.38001,0.68382,86.521,82.358,0.67774,0.99112,0.0034191,0.17541,0.10394,112,0.077891,0.067159,204,175,0.7004,5751,shallow
602,60,30.008,-91.142,3804.6,16722,13144,18.755,87.516,57.392,124.65,107.38,122.86,6.1006,0.85445,84.771,72.238,0.81372,0.95233,0.0042722,0.10126,0.35307,97,0.067849,0.06334,183,156,0.5056,2803,shallow
603,60,30.008,-91.142,95335,1.65E+05,23846,577.96,1610.4,235.69,64.235,61.741,102.24,204.01,0.9433,2.2393,15.444,0.2512,0.2663,-0.0047165,0.15858,0.25959,117,0.05483,0.047188,193,167,0.4871,2673,shallow
604,60,30.008,-91.142,1455,1352.5,802.39,10.657,9.1699,6.1993,106.44,96.995,90.488,0.21371,0.85387,-55.671,23.754,0.34394,0.4028,-0.0042694,0.14441,0.12441,103,0.069377,0.063173,196,167,0.4942,2786,shallow
605,60,30.008,-91.142,2400,9194.6,9257.6,8.7083,39.841,36.731,138.96,96.945,112.61,9.6824,0.6,89.583,69.407,0.56166,0.9361,0.003,0.070731,0.31601,104,0.074393,0.073199,194,154,0.7283,6085,shallow
606,60,30.008,-91.142,450.22,81.695,72.306,3.9693,1.2329,0.27721,77.604,148.01,98.675,0.39472,0.96111,-22.267,78.803,0.94281,0.98096,0.0048055,0.22702,0.1617,114,0.042417,0.037064,204,178,0.5002,2637,shallow
607,199,30.009,-91.142,333.58,143.25,151.19,4.6578,2.2077,3.3353,107.49,152.35,144.16,0.24332,0.92126,-47.073,87.374,0.9203,0.99895,0.0046063,0.1766,0.11435,110,0.055457,0.049722,206,179,0.5088,3020,shallow
608,199,30.009,-91.142,1751,4323.9,4809.6,4.574,9.2536,16.845,78.875,70.301,94.584,7.8221,0.77685,38.862,3.585,0.048576,0.06253,-0.0038842,0.1256,0.43761,130,0.071575,0.063299,184,158,0.4953,3384,shallow
609,199,30.009,-91.142,3457.2,3417.5,3033.1,13.802,18.348,16.312,101.97,128.11,153.27,4.4188,0.64861,27.372,6.9577,0.07857,0.12114,-0.003243,0.10399,0.32448,115,0.063403,0.05555,190,164,0.4899,2819,shallow
610,199,30.009,-91.142,97204,2.07E+05,43570,328.61,866.15,83.542,94.471,84.328,99.641,165.56,0.96368,89.222,-0.17178,0.0028893,0.0029982,-0.0048184,0.16118,0.25396,118,0.054456,0.050556,192,167,0.4791,3053,shallow
611,199,30.009,-91.142,3782.1,7905.2,6829.8,13.239,50.928,52.707,89.313,88.304,110.5,28.491,0.92548,29.643,-5.1508,0.083087,0.089777,-0.0046274,0.070878,0.56711,106,0.075512,0.065307,172,145,0.5027,3384,shallow
612,199,30.009,-91.142,785.97,1110.7,811.67,11.975,22.541,12.069,191.52,193.04,181.14,0.16929,0.47108,-49.424,28.863,0.2274,0.48272,0.0023554,0.15386,0.23013,90,0.078618,0.068269,182,155,0.4342,2986,shallow
613,199,30.009,-91.142,51769,66063,33845,654.08,200.37,184.38,148.8,105.75,136.73,38.602,0.66168,61.787,78.111,0.64748,0.97855,0.0033084,0.17538,0.15303,84,0.067603,0.060545,198,170,0.519,2683,shallow
614,199,30.009,-91.142,1.49E+05,2.00E+05,2.46E+05,1807.3,2949.1,2819.1,152.21,167.78,146.27,101.88,0.79263,78.089,-23.268,0.31312,0.39504,-0.0039632,0.18604,0.21703,90,0.065778,0.061785,192,163,0.53,2780,shallow
615,120,30.013,-91.137,1.65E+05,4.70E+05,2.39E+05,608.49,1738.3,4309.2,99.392,102.71,99.689,78.606,0.84567,-63.317,6.2904,0.092658,0.10957,-0.0042283,0.13117,0.11228,89,0.063842,0.061928,211,184,0.4931,3321,shallow
616,120,30.013,-91.137,1.21E+05,1.81E+05,1.72E+05,2621.6,2847.8,3654,96.043,113.36,97.585,77.095,0.67076,36.179,14.632,0.16944,0.25261,-0.0033538,0.15539,0.11073,94,0.06857,0.06489,209,253,0.5061,2799,shallow
617,120,30.013,-91.137,3910.2,2477.9,2832.8,85.688,49.474,70.933,121.79,97.974,101.88,0.92546,0.3867,63.74,69.678,0.36263,0.93776,0.0019335,0.20246,0.09802,97,0.063172,0.054692,213,185,0.5352,2681,shallow
618,120,30.013,-91.137,19374,42812,54377,44.867,209.9,180.45,71.48,97.72,70.173,22.698,0.79161,89.534,-15.902,0.21689,0.27399,-0.0039581,0.12935,0.25475,108,0.070527,0.06346,201,145,0.5001,2394,shallow
619,120,30.013,-91.137,2.65E+05,2.66E+05,1.01E+05,1276.3,1151,429.87,99.867,102.6,87.093,188.59,0.9966,89.214,0.57563,0.010012,0.010047,-0.004983,0.13256,0.18354,111,0.059606,0.055247,196,169,0.4966,3186,shallow
620,120,30.013,-91.137,9459.6,6728.2,8072.1,41.881,34.664,41.778,99.96,105.01,74.984,3.6284,0.92208,-82.353,16.013,0.25436,0.27585,-0.0046104,0.17517,0.17471,99,0.066992,0.063607,206,174,0.5023,2403,shallow
621,120,30.013,-91.137,10016,38898,35554,17.725,117.26,199.15,57.913,82.144,103.7,33.417,0.9936,-87.486,-1.9882,0.034472,0.034694,-0.004968,0.17186,0.35775,125,0.057381,0.052481,184,158,0.4887,3161,shallow
622,120,30.013,-91.137,1880.4,526.71,698.86,24.687,8.9387,9.5586,73.329,96.277,92.934,1.3807,0.95314,-41.116,77.135,0.92921,0.9749,0.0047657,0.20156,0.11908,105,0.045958,0.041112,206,180,0.4656,2860,shallow
623,194,30.009,-91.142,3611.3,791.14,1075.9,34.884,14.885,4.0027,61.516,102.62,96.343,5.5377,0.96369,-47.092,82.114,0.95457,0.99054,0.0048184,0.19045,0.18486,107,0.060366,0.052851,198,171,0.5113,2789,shallow
624,194,30.009,-91.142,95600,72104,38048,289.66,298,358.42,47.96,66.826,61.264,481.08,0.8796,89.17,5.1067,0.078294,0.089011,-0.004398,0.063003,0.77387,109,0.068959,0.06028,177,151,0.5087,2529,shallow
625,194,30.009,-91.142,23296,16188,10643,91.674,57.754,53.569,96.924,99.646,108.66,17.683,0.82493,20.474,6.1375,0.088198,0.10692,-0.0041247,0.17856,0.28232,124,0.063686,0.053444,194,170,0.4946,2903,shallow
626,194,30.009,-91.142,5.80E+05,2.08E+06,2.70E+05,2538.9,8271.4,1068.9,97.387,58.383,124.8,654.65,0.65701,-73.324,-0.3578,0.0041029,0.0062448,-0.003285,0.11567,0.1896,115,0.054158,0.049011,195,169,0.5053,2921,shallow
627,194,30.009,-91.142,18091,48219,57544,34.124,68.92,119.78,85.408,103.72,74.672,72.958,0.87729,-67.751,14.47,0.21921,0.24987,-0.0043864,0.074336,0.44197,111,0.066975,0.067203,190,153,0.4888,3478,shallow
628,194,30.009,-91.142,56203,65944,1.07E+05,102.86,162.4,214.08,74.415,99.817,85.18,277.26,0.74169,-76.851,-8.9625,0.11555,0.15579,-0.0037085,0.07478,0.65275,119,0.066046,0.062269,174,147,0.5156,2573,shallow
629,194,30.009,-91.142,13769,27229,27709,16.851,34.457,72.818,63.39,73.31,146.6,50.213,0.93027,-14.785,0.74908,0.012162,0.013074,-0.0046513,0.16497,0.44783,119,0.057118,0.053678,182,156,0.5029,3292,shallow
630,194,30.009,-91.142,14767,4499.4,15060,150.22,16.011,44.181,83.503,84.317,52.697,24.935,0.89776,-83.872,66.664,0.82433,0.9182,0.0044888,0.13033,0.44292,104,0.072145,0.061555,190,165,0.4923,3283,shallow
631,194,30.009,-91.142,8.71E+05,1.60E+06,9.48E+05,2526.1,4084.7,2434.5,66.256,50.665,55.158,1661,0.71238,4.3035,57.668,0.60194,0.84496,0.0035619,0.17057,0.26272,118,0.063765,0.056022,193,166,0.4995,3218,shallow
632,194,30.009,-91.142,6.92E+06,4.91E+06,3.10E+06,29988,20536,13971,52.966,61.532,64.682,10929,0.5002,-64.345,34.103,0.28045,0.56068,0.002501,0.18993,0.3331,120,0.05595,0.047129,191,165,0.5171,3619,shallow
633,80,30.01,-91.141,4.20E+06,1.19E+06,2.77E+06,16546,5626.6,10214,56.219,97.209,73.126,6121.7,0.63826,-67.545,10.303,0.11416,0.17886,-0.0031913,0.15135,0.35088,121,0.051074,0.044248,191,164,0.526,2789,shallow
634,80,30.01,-91.141,4.46E+05,3.94E+05,4.55E+05,1921.5,1235.1,2043.8,120.69,138.99,115.43,611.29,0.94013,-1.5573,18,0.29052,0.30902,-0.0047007,0.13669,0.23855,89,0.056632,0.053751,193,164,0.5004,2811,shallow
635,80,30.01,-91.141,10569,5269.1,6606.9,28.823,14.396,10.233,179.11,164.06,118.6,5.9644,0.81538,-66.652,1.4765,0.02101,0.025767,-0.0040769,0.23137,0.24403,118,0.046531,0.042588,194,167,0.5001,3093,shallow
636,80,30.01,-91.141,36059,1.37E+05,73220,49.401,193.22,149.12,74.714,68.349,86.965,266.03,0.66172,46.553,13.838,0.15827,0.23918,-0.0033086,0.078149,0.63657,134,0.055145,0.051629,179,152,0.5194,2504,shallow
637,80,30.01,-91.141,24430,46665,68360,59.121,148.79,269.16,56.307,76.056,74.016,180.09,0.70029,-19.596,-1.2633,0.01544,0.022047,-0.0035015,0.076564,0.84097,128,0.074299,0.063944,178,232,0.5181,3574,shallow
638,80,30.01,-91.141,1265.6,491.01,864.54,3.278,0.77671,2.0553,145.86,119.56,126.68,1.1694,0.72306,-59.807,-7.7414,0.097399,0.1347,-0.0036153,0.20417,0.12739,113,0.048554,0.047318,204,178,0.5127,3401,shallow
639,1237,30.014,-91.129,907.67,509.68,701.26,5.525,3.8137,4.8759,107.4,128.62,134.34,1.0622,0.93502,-35.747,82.288,0.92656,0.99095,0.0046751,0.19345,0.19067,98,0.06701,0.060743,202,176,0.5304,2450,shallow
640,1237,30.014,-91.129,11106,21735,24152,22.195,58.684,108.34,89.11,156.81,84.891,14.563,0.93408,81.521,-2.9467,0.048018,0.051407,-0.0046704,0.17679,0.37762,127,0.056814,0.050818,186,158,0.4747,2584,shallow
641,1237,30.014,-91.129,10341,4155.7,3545.7,24.625,8.685,14.012,88.214,130.73,127.37,39.026,0.87668,45.285,-0.4693,0.0071806,0.0081907,-0.0043834,0.081178,0.6854,103,0.064116,0.058476,178,151,0.4921,2771,shallow
642,1237,30.014,-91.129,2.58E+05,2.49E+05,1.73E+05,584.41,824.04,510.12,93.767,121.25,88.608,745.43,0.98956,89.748,1.2652,0.02185,0.02208,-0.0049478,0.11028,0.43894,95,0.058503,0.055816,185,158,0.4886,2914,shallow
643,1237,30.014,-91.129,3732,13082,10569,5.4791,28.459,23.358,83.584,93.548,111.24,10.083,0.6675,-34.145,-15.602,0.17952,0.26895,-0.0033375,0.11315,0.48881,105,0.067697,0.067323,188,153,0.5071,2448,shallow
