1-no,2-depth,3-lat,4-lon,5-maxampZ,6-maxampX,7-maxampY,8-slopZ,9-slopeX,10-slopeY,11-spectralcentZ,12-speccenX,13-speccentY,14-maximumfrequencyampZ,15-rec,16-az,17-dip,18-dd_re,19-dipp,20-DR,21-crossdeep,22-crossshallow,23-Otsu,24-cwtDEEP(meancc),25-cwtSHAL(meancc),26-cwtDEEP(pickcc),27-cwtSHAL(pickcc),28-semblanceDEEP,29-semblanceSHAL,class
644,1237,30.014,-91.129,9120.3,30071,79220,19.202,155.59,176.02,115.67,120.31,78.293,52.978,0.73723,53.745,-6.5458,0.084043,0.114,-0.0036862,0.12968,0.18657,109,0.080663,0.071556,165,136,0.4898,2612,shallow
645,1237,30.014,-91.129,2335.1,4431.1,8004.9,3.8808,6.6563,12.755,82.07,95.131,90.946,5.0669,0.96447,-4.8338,0.50448,0.0084919,0.0088047,-0.0048223,0.17245,0.26496,103,0.063833,0.06202,201,175,0.4859,3262,shallow
646,1237,30.014,-91.129,3099.3,5447.3,2399.5,7.2356,12.239,8.1929,122.53,75.72,136.71,9.8587,0.78439,-81.28,18.566,0.24975,0.3184,-0.0039219,0.10173,0.37057,89,0.068383,0.062375,189,162,0.5054,2918,shallow
647,1237,30.014,-91.129,3.12E+05,4.56E+05,2.37E+05,769.09,1008.6,606.37,104.46,80.571,103.25,542.8,0.73978,5.241,16.513,0.21026,0.28423,-0.0036989,0.085415,0.34341,88,0.05085,0.04687,189,163,0.4969,2993,shallow
648,1237,30.014,-91.129,9.35E+05,1.29E+06,7.71E+05,2532.5,3004.2,3048.4,76.393,90.57,120.82,3635.3,0.56496,-32.145,4.6995,0.046287,0.081929,-0.0028248,0.062811,0.35778,119,0.048476,0.045052,191,163,0.4964,2756,shallow
649,143,30.01,-91.143,3.25E+05,6.64E+05,3.41E+05,826.76,1674.8,1091.5,94.675,95.585,120.62,801,0.5658,11.198,-16.701,0.16259,0.28737,-0.002829,0.066006,0.38028,120,0.061011,0.05556,190,164,0.4965,3117,shallow
650,143,30.01,-91.143,81522,1.64E+05,2.26E+05,285.06,438.97,555.99,144.4,99.887,76.876,43.824,0.46006,-78.841,1.142,0.0091694,0.019931,-0.0023003,0.13069,0.16929,89,0.072308,0.066775,192,246,0.4834,2944,shallow
651,143,30.01,-91.143,3548.8,2113.6,2784.8,32.886,5.3311,22.239,105.73,82.468,85.632,7.5147,0.45308,13.49,-46.855,0.33058,0.72962,0.0022654,0.11937,0.32363,118,0.063209,0.05441,191,164,0.5012,2833,shallow
652,143,30.01,-91.143,23936,37649,1.01E+05,54.671,158.85,341.84,71.071,119.96,87.003,173.52,0.91762,-89.68,-3.9423,0.063088,0.068752,-0.0045881,0.068086,0.73057,101,0.060315,0.056672,176,149,0.5134,2638,shallow
653,143,30.01,-91.143,1.50E+05,1.77E+05,87664,632.63,381.88,199.2,99.61,95.997,118.5,200.58,0.98665,88.815,-0.06966,0.0011996,0.0012158,-0.0049332,0.1362,0.17304,112,0.057526,0.055241,194,166,0.4933,3378,shallow
654,143,30.01,-91.143,3678.5,4015.1,2687.6,8.0844,10.514,5.9084,110.58,95.826,104.01,3.0901,0.72917,43.096,-1.7113,0.021776,0.029864,-0.0036458,0.21207,0.21607,98,0.057659,0.056073,193,165,0.5122,2478,shallow
655,143,30.01,-91.143,21031,31468,36635,34.869,92.391,112.62,71.26,82.163,97.777,76.617,0.85488,80.024,4.9302,0.07347,0.085942,-0.0042744,0.10152,0.68412,120,0.067228,0.064973,178,150,0.4931,2135,shallow
656,143,30.01,-91.143,769.12,263.41,326.52,5.426,2.0303,2.9833,110.11,100.59,111.06,0.66442,0.68858,-49.11,86.582,0.68736,0.99822,0.0034429,0.20152,0.15115,112,0.055391,0.04993,204,177,0.4997,3003,shallow
657,180,30.009,-91.144,1022,362.39,348.91,12.089,4.9639,6.699,102.03,152.33,151.69,0.72125,0.94435,-70.633,82.698,0.93669,0.99189,0.0047217,0.22146,0.13291,114,0.044951,0.038811,206,179,0.5369,2874,shallow
658,180,30.009,-91.144,2757.4,5586.7,7419.6,6.994,22.43,22.412,65.705,97.625,95.391,10.161,0.8938,10.18,82.056,0.88522,0.9904,0.004469,0.17203,0.33539,133,0.074587,0.072478,184,157,0.4974,2392,shallow
659,180,30.009,-91.144,9833.3,5474.3,4621.5,45.689,28.094,20.926,112.64,113.76,123.76,5.8703,0.961,41.437,-0.23832,0.0039972,0.0041595,-0.004805,0.16062,0.21206,102,0.057352,0.051043,193,167,0.5017,2468,shallow
660,180,30.009,-91.144,2.82E+05,3.48E+05,1.35E+05,1215.2,1656.9,552.71,104.8,124.39,112.59,236.01,0.99829,-89.948,-0.25387,0.0044232,0.0044308,-0.0049914,0.20187,0.22348,112,0.051223,0.045973,194,168,0.4871,2895,shallow
661,180,30.009,-91.144,3135.6,18127,10053,8.0102,35.513,34.526,119.78,72.332,101.81,1.2213,0.90995,-6.5546,2.5005,0.039699,0.043628,-0.0045498,0.18582,0.19142,120,0.068073,0.063081,202,178,0.494,2973,shallow
662,180,30.009,-91.144,2345.3,2144,1946.1,43.063,55.079,37.52,183.24,175.09,145.95,0.37586,0.44802,76.672,-50.022,0.34331,0.76629,0.0022401,0.16733,0.12112,92,0.066307,0.057631,217,189,0.4971,2704,shallow
663,180,30.009,-91.144,1.29E+05,1.80E+05,1.01E+05,1724.6,548.8,564.87,123.14,93.034,138.71,105.37,0.75254,47.021,65.282,0.6836,0.90838,0.0037627,0.15235,0.10028,115,0.063911,0.055394,202,172,0.4861,2767,shallow
664,180,30.009,-91.144,2.83E+05,4.03E+05,4.74E+05,1205.9,1591.9,2008.4,107.31,119.8,118.39,346.52,0.67252,-55.236,10.675,0.12457,0.18523,-0.0033626,0.16402,0.17546,111,0.06018,0.055839,194,249,0.4804,3038,shallow
665,180,30.01,-91.143,2.45E+05,2.64E+05,2.80E+05,1121.5,3707.6,3900.6,88.905,109.64,130.08,416.63,0.69795,68.138,-14.736,0.17753,0.25436,-0.0034898,0.17308,0.28368,94,0.063582,0.058694,194,165,0.531,3398,shallow
666,180,30.01,-91.143,1.10E+05,96218,44605,1684.9,378.74,623.61,96.048,97.272,128.23,125.26,0.9039,50.089,83.118,0.89739,0.99279,0.0045195,0.14919,0.13835,113,0.063853,0.055466,200,171,0.5232,2736,shallow
667,180,30.01,-91.143,2071.7,989.01,1269.6,34.183,17.035,23.475,138.13,129.52,109.09,0.31661,0.63379,72.976,52.038,0.4997,0.78842,0.003169,0.16384,0.18531,99,0.06713,0.054746,214,154,0.4985,2802,shallow
668,180,30.01,-91.143,5280.5,21331,8425.8,20.587,55.844,52.506,78.457,53.785,90.917,2.8417,0.86041,-37.972,-8.5008,0.12719,0.14782,-0.004302,0.121,0.2995,106,0.0788,0.067426,178,148,0.4886,3457,shallow
669,180,30.01,-91.143,95017,2.15E+05,40148,470.54,1171.7,174.2,117.77,105.32,120.86,21.19,0.99051,89.573,0.17683,0.003057,0.0030863,-0.0049525,0.17095,0.14758,94,0.055654,0.050504,196,170,0.5018,3465,shallow
670,180,30.01,-91.143,5369.5,2652.9,2605.9,28.98,16.479,14.852,84.16,98.469,113.21,6.5937,0.71243,9.693,7.2942,0.090454,0.12696,-0.0035622,0.12751,0.31207,113,0.063314,0.056384,191,164,0.5215,2848,shallow
671,180,30.01,-91.143,4417.2,9439.3,12702,12.766,31.35,50.502,82.004,75.583,86.396,6.9771,0.70733,-28.83,-0.62638,0.0077326,0.010932,-0.0035366,0.18128,0.29885,112,0.082397,0.07358,178,230,0.7499,6236,shallow
672,180,30.01,-91.143,377.86,216.8,179.5,5.8967,3.2547,2.9415,97.474,122.59,129.62,0.16371,0.8597,-47.029,63.638,0.7703,0.896,0.0042985,0.22962,0.11697,112,0.046145,0.039867,206,179,0.4915,3250,shallow
673,240,30.01,-91.145,7.75E+05,1.23E+06,7.22E+05,3485.5,3810.6,2565,111.08,97.971,119.37,477.68,0.69194,-60.074,-0.48383,0.005843,0.0084444,-0.0034597,0.15908,0.12467,90,0.068244,0.065873,195,172,0.4876,3461,shallow
674,240,30.01,-91.145,3.71E+05,8.85E+05,4.67E+05,1807.3,4176.7,2114.8,104.53,84.989,75.782,909.19,0.63389,-79.744,35.158,0.36502,0.57584,0.0031695,0.1134,0.25322,115,0.070422,0.062542,195,168,0.4839,3373,shallow
675,240,30.01,-91.145,8593.1,5379,10280,44.985,21.793,64.281,126.17,110.04,111.23,13.916,0.74944,63.827,49.958,0.57374,0.76557,0.0037472,0.13177,0.15069,89,0.074452,0.069046,196,168,0.7439,6119,shallow
676,240,30.01,-91.145,78004,2.51E+05,1.50E+05,466.26,3391.5,1972.7,73.467,103.35,127.5,330.61,0.6643,-51.321,-1.0072,0.011677,0.017577,-0.0033215,0.072968,0.5952,100,0.077343,0.064763,176,149,0.4954,3305,shallow
677,240,30.01,-91.145,5.28E+05,4.74E+05,2.23E+05,1655.9,1337.8,430.45,116.83,100.18,102.5,679.8,0.99261,89.91,-1.0775,0.018665,0.018804,-0.004963,0.14471,0.19071,90,0.053421,0.050814,192,163,0.5125,3793,shallow
678,240,30.01,-91.145,20919,9456.7,12231,65.867,30.222,26.71,98.754,119.02,80.052,21.857,0.91853,-84.961,-2.453,0.039313,0.0428,-0.0045926,0.16955,0.3323,111,0.065455,0.059758,191,163,0.5177,3147,shallow
679,240,30.01,-91.145,49698,57218,51217,91.396,198.55,155.31,52.348,75.333,99.588,292.98,0.91452,73.05,-4.2969,0.06852,0.074924,-0.0045726,0.10691,0.59713,109,0.075002,0.069876,179,152,0.4975,2711,shallow
680,240,30.01,-91.145,3487.5,711.06,1205.2,14.68,1.8176,5.706,74.472,95.252,95.002,6.7031,0.9549,46.353,87.948,0.95429,0.99936,0.0047745,0.22609,0.16244,115,0.047004,0.04184,204,177,0.5008,3294,shallow
681,80,30.01,-91.142,4.04E+05,5.14E+05,1.06E+06,1792.7,1841.1,3913.1,89.703,83.832,64.329,279.57,0.92835,-40.214,5.3478,0.086523,0.093201,-0.0046417,0.24213,0.14078,122,0.045177,0.038834,199,171,0.4858,2725,shallow
682,80,30.01,-91.142,47769,87079,1.49E+05,599.74,1193.5,480.95,141.49,108.92,70.193,22.899,0.88033,-22.415,6.9675,0.10679,0.12131,-0.0044016,0.15887,0.075244,88,0.065681,0.059355,216,187,0.5185,2483,shallow
683,80,30.01,-91.142,1452.9,756.99,1302.2,21.388,12.965,20.679,158.96,121.29,101.68,0.27278,0.36422,-56.582,46.354,0.26356,0.72362,0.0018211,0.11744,0.088162,95,0.062637,0.055633,214,187,0.5354,2499,shallow
684,80,30.01,-91.142,5935.5,23191,14981,111.46,767.85,199.53,59.93,88.816,78.42,6.4102,0.81921,-12.632,6.5402,0.093308,0.1139,-0.004096,0.11398,0.32659,101,0.07553,0.072263,182,237,0.5023,2669,shallow
685,80,30.01,-91.142,4050.3,8066.3,10820,12,36.981,43.895,57.194,65.261,75.098,7.072,0.52617,45.837,4.1133,0.037741,0.071728,-0.0026308,0.1328,0.30524,121,0.069143,0.066687,195,158,0.517,2395,shallow
686,80,30.01,-91.142,82435,1.81E+05,51588,229.24,472.61,129.89,100.24,61.546,79.458,90.697,0.86993,-87.646,-0.1252,0.0019009,0.0021852,-0.0043496,0.22389,0.12653,117,0.049274,0.046616,196,169,0.4946,3557,shallow
687,80,30.01,-91.142,3084.7,3305.3,2379.4,7.4176,8.9407,6.6025,86.563,95.349,88.828,3.165,0.70695,46.108,22.591,0.27157,0.38414,-0.0035347,0.20451,0.17118,107,0.062514,0.06179,202,176,0.6916,5512,shallow
688,80,30.01,-91.142,5684.3,9458.1,9604,17.156,83.886,29.818,101.74,115.23,83.022,39.678,0.85233,11.806,-14.105,0.20771,0.2437,-0.0042617,0.072847,0.62894,102,0.06741,0.061453,179,151,0.4855,3725,shallow
689,80,30.01,-91.142,610.71,140.35,577.1,8.6266,1.4581,1.9972,62.619,101.61,62.45,0.81284,0.76965,73.702,63.776,0.69043,0.89707,0.0038483,0.21042,0.13347,116,0.055337,0.048144,203,176,0.5051,2596,shallow
690,40,30.009,-91.141,8.90E+06,5.57E+06,2.90E+06,22510,13632,9034.7,72.403,102.93,116.04,32557,0.81241,-26.948,-5.3209,0.075339,0.092735,-0.0040621,0.098252,0.32951,114,0.052538,0.049543,192,165,0.498,3550,shallow
691,40,30.009,-91.141,1.37E+06,3.52E+06,9.65E+05,4048.5,9930.6,8946.7,105.2,85.815,130.93,4115,0.60822,21.687,-2.1072,0.022364,0.036769,-0.0030411,0.069623,0.25299,87,0.057749,0.054142,192,166,0.5106,2671,shallow
692,40,30.009,-91.141,14173,11505,19695,187.85,139.6,211.74,144.46,133.2,106.6,6.7785,0.84305,84.609,28.568,0.40315,0.47821,-0.0042152,0.13438,0.16843,92,0.08339,0.079064,193,164,0.4764,3519,shallow
693,40,30.009,-91.141,22215,37929,44814,41.859,61.383,81.454,139.18,92.3,154.52,104.84,0.89882,-3.8087,5.9004,0.092399,0.1028,-0.0044941,0.1733,0.52723,100,0.065601,0.06659,180,153,0.4889,3492,shallow
694,40,30.009,-91.141,2.85E+05,2.83E+05,3.43E+05,712.09,1104.8,1950.2,53.001,130.31,110.77,1873,0.75811,67.249,-1.6678,0.022064,0.029104,-0.0037905,0.034723,0.72913,129,0.068553,0.058431,176,149,0.505,2244,shallow
695,40,30.009,-91.141,2.21E+06,2.14E+06,1.15E+06,6173.5,7887.1,4201,102.22,116.86,151.86,3878.1,0.99589,89.191,0.047613,0.00082759,0.000831,-0.0049795,0.17066,0.26128,88,0.053403,0.050357,192,165,0.5059,2637,shallow
696,40,30.009,-91.141,43466,42835,22403,166.12,146.52,96.23,106.71,70.892,91.088,39.272,0.98193,89.319,-0.39682,0.0068007,0.0069258,-0.0049097,0.24341,0.24196,100,0.07003,0.068573,205,177,0.4834,3786,shallow
697,40,30.009,-91.141,1.03E+05,1.60E+05,2.30E+05,217.61,1047.3,1078.5,58.978,104.76,109.62,649.89,0.94006,1.995,-5.2598,0.086177,0.091672,-0.0047003,0.079003,0.65958,112,0.078155,0.072042,176,149,0.5025,2634,shallow
698,40,30.009,-91.141,1337,3739.8,2963.3,1.8034,5.6139,3.6029,111.46,179.67,98.227,10.772,0.74401,-24.602,42.995,0.50737,0.68194,0.0037201,0.060923,0.51572,136,0.074305,0.072179,176,148,0.508,2697,shallow
699,40,30.009,-91.141,3991.4,2451.5,2481.5,48.037,33.94,26.849,142.96,126.95,112.16,2.2794,0.81605,-38.953,60.944,0.71335,0.87415,0.0040803,0.30146,0.1199,105,0.058529,0.051548,202,175,0.4893,2529,shallow
700,80,30.007,-91.139,1.10E+06,7.24E+05,3.39E+05,3628.1,2230,1389.7,61.328,83.749,126.83,2493.2,0.74156,11.501,-20.671,0.26177,0.35299,-0.0037078,0.10043,0.40923,125,0.047925,0.040637,190,164,0.4965,2559,shallow
701,80,30.007,-91.139,1.32E+05,3.61E+05,3.56E+05,420.94,1135.2,1120.9,100.04,67.618,62.96,258.27,0.83097,-2.0869,-9.0603,0.13086,0.15747,-0.0041548,0.1015,0.29164,89,0.053201,0.047914,190,164,0.4994,2681,shallow
702,80,30.007,-91.139,2013.4,1458,3950,30.927,4.1212,12.478,152,86.904,68.708,2.3299,0.63807,-87.946,49.38,0.48432,0.75904,0.0031904,0.11184,0.23163,88,0.068935,0.062039,188,162,0.5839,2823,shallow
703,80,30.007,-91.139,11146,30821,28840,44.931,121.31,393.76,118.55,60.374,85.107,69.026,0.69569,56.983,10.205,0.12326,0.17718,-0.0034785,0.087801,0.61663,101,0.076716,0.066554,177,151,0.4864,2777,shallow
704,80,30.007,-91.139,91349,99969,31343,264.7,307.99,100.43,106.86,106.94,122.53,18.865,0.99911,-89.889,-0.045745,0.00079768,0.0007984,-0.0049955,0.14889,0.19048,94,0.053211,0.05095,190,158,0.5071,3403,shallow
705,80,30.007,-91.139,2061.2,3060.3,1369.9,6.4239,9.0294,4.2915,82.07,95.612,99.246,5.7087,0.91294,72.847,-0.77707,0.012381,0.013562,-0.0045647,0.11236,0.39653,113,0.058468,0.057592,186,160,0.5001,2810,shallow
706,80,30.007,-91.139,4348.1,20348,16860,12.006,69.403,66.38,97.864,72.973,68.022,33.884,0.89017,-76.534,1.2665,0.019676,0.022103,-0.0044508,0.079192,0.81616,104,0.074718,0.06617,178,231,0.5147,3492,shallow
707,80,30.007,-91.139,189.85,206.47,270.1,0.70979,0.68701,4.5244,116.38,95.322,147.67,0.17519,0.72366,86.799,-5.9881,0.075494,0.10432,-0.0036183,0.23441,0.12262,84,0.058587,0.054511,199,173,0.499,2695,shallow
708,120,30.008,-91.143,9.70E+05,4.17E+05,7.77E+05,3174.8,4181.2,1617.8,59.349,107.35,62.67,1706.2,0.84833,-42.758,7.2375,0.10687,0.12598,-0.0042417,0.10119,0.37618,119,0.048699,0.043532,191,165,0.5137,3371,shallow
709,120,30.008,-91.143,2081.1,1660.9,1622,46.202,26.636,30.346,104.51,88.585,119.92,4.0479,0.4107,-15,57.683,0.34708,0.8451,0.0020535,0.10234,0.41808,121,0.07568,0.063384,190,164,0.4742,2575,shallow
710,120,30.008,-91.143,5.31E+05,6.16E+05,2.25E+05,2094.1,2640.1,881.23,66.503,109.73,103.04,1746.9,0.93789,3.4371,83.839,0.93247,0.99422,0.0046894,0.093258,0.2825,124,0.049097,0.043996,190,163,0.5117,2888,shallow
711,120,30.008,-91.143,11682,16853,4392.1,39.567,57.152,13.751,88.832,100.89,112.56,34.726,0.82467,34.351,42.759,0.55988,0.67892,0.0041233,0.11806,0.4505,102,0.05864,0.053124,176,148,0.4965,2884,shallow
712,120,30.008,-91.143,325.53,165.68,646.8,4.6632,2.662,8.0705,110.09,93.966,95.623,0.3554,0.90192,-81.68,3.7591,0.059131,0.065562,-0.0045096,0.1428,0.08136,114,0.065405,0.056898,207,180,0.4959,3356,shallow
713,186,30.01,-91.143,2.72E+05,4.66E+05,2.64E+05,963.58,1499.4,2432,101.56,129.11,164.64,654.26,0.75833,-40.275,20.01,0.25949,0.34219,-0.0037916,0.10142,0.4516,120,0.059718,0.051923,188,160,0.4953,2918,shallow
714,186,30.01,-91.143,88499,1.15E+05,90408,1280.1,391.82,1187.4,112.1,131.68,98.868,135.75,0.71813,75.076,42.772,0.48767,0.67908,0.0035907,0.14064,0.24324,87,0.055855,0.050644,191,165,0.5111,3399,shallow
715,186,30.01,-91.143,2161.2,799.8,1296.8,31.615,9.9928,21.327,155.05,164.04,121.51,0.44428,0.75844,78.158,79.694,0.7462,0.98386,0.0037922,0.11073,0.17102,90,0.065007,0.05699,189,160,0.4894,2816,shallow
716,186,30.01,-91.143,14942,10656,25115,34.254,62.904,97.516,67.184,95.767,76.576,102.57,0.8444,-30.199,-8.0943,0.11889,0.1408,-0.004222,0.051947,0.80653,129,0.058522,0.051866,178,151,0.5029,3681,shallow
717,186,30.01,-91.143,2.31E+05,5.00E+05,72011,967.15,2110.6,277.25,132.94,100.36,142.74,32.805,0.95315,89.865,0.36429,0.0060602,0.0063581,-0.0047657,0.18551,0.15892,95,0.050795,0.049076,215,177,0.502,2571,shallow
718,186,30.01,-91.143,5583.1,2690,2070.9,25.281,12.607,10.425,126.65,123.92,142.13,1.2523,0.8616,61.793,8.444,0.12652,0.14684,-0.004308,0.14503,0.2911,97,0.064006,0.061083,179,152,0.507,2686,shallow
719,186,30.01,-91.143,8091.8,19322,17085,19.342,77.343,54.437,73.077,99.243,109.39,44.728,0.80808,44.305,9.1591,0.12863,0.15918,-0.0040404,0.12819,0.6143,129,0.069575,0.060306,177,150,0.7638,6461,shallow
720,186,30.01,-91.143,262.52,275.11,349.52,3.45,2.5385,4.7667,143.22,122.54,128.46,0.12316,0.83144,-54.965,32.706,0.44925,0.54032,-0.0041572,0.16289,0.081963,117,0.05255,0.043081,213,184,0.5064,2779,shallow
721,80,30.007,-91.138,4.10E+05,5.71E+05,6.21E+05,2627.3,1901.5,2239.5,97.167,134.57,99.491,1730.7,0.72317,59.382,24.465,0.29949,0.41414,-0.0036158,0.094909,0.50976,116,0.067368,0.062144,183,155,0.4941,2527,shallow
722,80,30.007,-91.138,1.78E+05,2.75E+05,2.10E+05,4139,838.96,4861.7,136.65,112.34,113.78,162.68,0.66014,55.003,36.276,0.39059,0.59168,0.0033007,0.11441,0.21207,88,0.074695,0.065489,192,165,0.5062,3130,shallow
723,80,30.007,-91.138,6214.9,2030,5222.7,151.17,22.273,42.075,141.88,127.4,106.3,6.9832,0.85796,-76.632,53.123,0.6863,0.79992,0.0042898,0.11832,0.37401,87,0.068608,0.058736,190,163,0.5088,2488,shallow
724,80,30.007,-91.138,49911,56964,1.37E+05,120.5,238.6,519.57,58.262,101.94,61.429,340.83,0.8323,88.126,78.285,0.81496,0.97917,0.0041615,0.070718,0.67898,102,0.061575,0.055344,176,149,0.5131,3424,shallow
725,80,30.007,-91.138,1.66E+05,3.36E+05,99521,624.97,966.6,275.13,141.21,106.33,132.38,150.98,0.99398,-89.922,0.26878,0.0046628,0.004691,-0.0049699,0.21062,0.18779,95,0.061824,0.060266,196,165,0.4739,2640,shallow
726,80,30.007,-91.138,4409.8,9685.5,8919.6,16.603,23.75,22.149,100.18,87.413,92.323,10.326,0.96337,47.179,-0.26964,0.0045338,0.0047062,-0.0048169,0.12956,0.26172,112,0.065981,0.061813,191,163,0.5054,3331,shallow
727,80,30.007,-91.138,13610,24835,39538,22.443,80.836,115.48,68.387,81.732,95.5,94.927,0.95579,-51.061,89.616,0.95577,0.99998,0.004779,0.06941,0.65274,106,0.0631,0.061976,178,150,0.4978,3624,shallow
728,80,30.007,-91.138,2097.3,924.29,1090.4,65.213,11.507,9.9819,128.31,135.83,126.3,1.3717,0.86748,-8.7584,70.901,0.81973,0.94496,0.0043374,0.14505,0.078556,112,0.064785,0.060084,213,187,0.6955,5518,shallow
729,139,30.009,-91.143,2.37E+05,4.23E+05,3.70E+05,2463.5,1748.3,1377,113.24,124.26,99.381,283.26,0.89884,-18.731,24.009,0.36572,0.40688,-0.0044942,0.16309,0.24157,117,0.056371,0.048999,193,166,0.5218,3004,shallow
730,139,30.009,-91.143,33416,92629,33802,502.01,297.03,117.59,158.18,92.464,128.51,13.835,0.81869,-15.399,30.952,0.42107,0.51431,-0.0040935,0.10131,0.061304,91,0.059618,0.053271,217,188,0.5407,2735,shallow
731,139,30.009,-91.143,1351.8,1079.1,900.15,26.008,19.429,17.326,218.83,147.88,141.6,0.15544,0.68881,-36.204,59.174,0.5915,0.85873,0.0034441,0.17068,0.095406,95,0.061102,0.052729,216,188,0.4536,2783,shallow
732,139,30.009,-91.143,3556.9,5193.2,4533.5,12.281,81.352,23.452,77.605,90.783,109.01,13.913,0.84548,-8.7502,5.9505,0.08765,0.10367,-0.0042274,0.072208,0.60458,115,0.072665,0.062829,182,155,0.5097,2527,shallow
733,139,30.009,-91.143,54136,70320,22941,273.35,406.44,121.05,107.11,103.47,87.751,10.814,0.98831,-87.909,0.023815,0.00041079,0.00041565,-0.0049416,0.15465,0.1232,94,0.053023,0.05045,215,183,0.5094,3218,shallow
734,139,30.009,-91.143,1054.7,530.77,572.73,5.5447,2.9898,3.5282,102.69,118.82,137.92,2.9153,0.91153,22.202,0.1207,0.0019202,0.0021066,-0.0045576,0.12019,0.49059,100,0.06333,0.056868,178,152,0.4977,3114,shallow
735,139,30.009,-91.143,1841.9,2227.5,2535.1,4.9191,10.489,15.852,55.408,87.02,91.451,6.9009,0.86916,-77.334,4.815,0.072956,0.083939,-0.0043458,0.071746,0.76803,115,0.076227,0.066887,178,152,0.4993,3414,shallow
736,139,30.009,-91.143,109.32,95.791,100.2,1.2202,1.1729,1.2185,143.31,169.46,147.32,0.067328,0.81405,-47.917,49.513,0.61913,0.76055,0.0040703,0.13428,0.085764,108,0.066104,0.063759,207,180,0.5058,2849,shallow
737,120,30.009,-91.144,4.77E+05,7.47E+05,4.64E+05,1863.3,11179,6919.1,88.212,151.71,183.43,857.04,0.83467,-17.215,3.0251,0.044048,0.052773,-0.0041734,0.16941,0.32094,118,0.050782,0.044137,192,166,0.4995,2603,shallow
738,120,30.009,-91.144,1.15E+05,80760,1.17E+05,2043.7,248.06,408.24,115.69,89.251,83.971,74.942,0.6271,-70.951,32.775,0.33947,0.54134,0.0031355,0.12285,0.15287,87,0.060858,0.054433,194,167,0.4285,3051,shallow
739,120,30.009,-91.144,753.06,612.63,574.77,13.362,10.713,9.5931,166.56,151.06,119.14,0.21328,0.71571,51.785,53.313,0.57394,0.80191,0.0035785,0.12321,0.10291,90,0.065162,0.058369,218,190,0.4555,2663,shallow
740,120,30.009,-91.144,3071.6,6243.1,5587.6,8.9253,23.092,31.359,102.44,103.63,119.95,12.258,0.86602,76.679,36.416,0.51411,0.59364,-0.0043301,0.088663,0.47946,101,0.069874,0.066542,180,152,0.5061,2172,shallow
741,120,30.009,-91.144,35503,42250,23035,138.64,177.46,99.513,158.66,132.27,132.88,8.0088,0.99959,-89.657,0.033171,0.0005787,0.00057894,-0.004998,0.14352,0.093991,89,0.051718,0.049056,214,187,0.5049,2685,shallow
742,120,30.009,-91.144,1511.3,522.09,629.62,5.8945,2.2047,2.4138,100.91,128.43,130.25,2.5364,0.76617,21.447,-4.98,0.06651,0.086809,-0.0038309,0.12938,0.45055,100,0.058279,0.05666,181,155,0.5088,2705,shallow
743,120,30.009,-91.144,3180.4,2813.2,3990.7,8.8178,10.759,23.252,39.798,89.794,95.566,19.652,0.82708,81.117,-1.8998,0.027418,0.033151,-0.0041354,0.039682,0.86011,115,0.062287,0.054966,177,151,0.4866,3004,shallow
744,120,30.009,-91.144,129.56,116.36,79.468,0.45105,0.33786,0.81289,92.205,111.17,143.84,0.16619,0.60325,-89.425,-15.655,0.16278,0.26984,-0.0030162,0.24659,0.12268,115,0.051113,0.045416,203,175,0.5216,2982,shallow
745,139,30.009,-91.143,1.10E+06,4.22E+05,5.54E+05,4533.1,1805.8,2297,65.092,102.83,88.533,1592,0.81116,-71.494,18.514,0.25758,0.31754,-0.0040558,0.17456,0.27181,125,0.046063,0.038674,193,167,0.5007,3310,shallow
746,139,30.009,-91.143,1.23E+05,97114,74619,439.75,690.87,320.63,90.311,111.36,87.055,143.17,0.7838,-11.154,-2.1849,0.029882,0.038124,-0.003919,0.20013,0.18723,112,0.053137,0.047364,197,170,0.4815,2513,shallow
747,139,30.009,-91.143,1520.7,986.89,1286.6,28.057,22.873,5.2734,128.45,128.56,99.026,1.4431,0.563,60.161,81.626,0.557,0.98934,0.002815,0.13701,0.22291,86,0.073995,0.065717,193,165,0.4479,2515,shallow
748,139,30.009,-91.143,7763.5,18136,23271,36.348,564.65,268.29,64.775,140.84,90.505,31.389,0.75226,-87.931,-7.3756,0.09657,0.12837,-0.0037613,0.083807,0.4133,102,0.081448,0.074464,181,234,0.4928,3049,shallow
749,139,30.009,-91.143,2.24E+05,2.16E+05,56453,506.22,726.88,187.94,59.495,96.319,91.019,694.87,0.98749,89.942,0.18181,0.0031335,0.0031732,-0.0049375,0.10691,0.29105,118,0.047788,0.044432,191,165,0.4993,4136,shallow
750,139,30.009,-91.143,2736.7,1364.9,1694.7,9.6403,5.309,5.9543,83.835,109.9,87.404,7.8753,0.9461,30.997,82.642,0.93831,0.99176,0.0047305,0.1318,0.46283,102,0.067365,0.063401,176,148,0.4948,2961,shallow
